ID,Name,Dates
"147","Weltcup Open, Birmingham 1991","5 Dezember 1991"
"148","Weltcup Open, Clusone 1991","20 August 1991"
"166","Weltcup, Open, Madonna di Campiglio 1990","27 Juli 1990"
"168","Weltcup, Open, Wien 1990","28 April 1990"
"75","UIAA Worldcup - Kobe 1992","8 Oktober 1992"
"84","UIAA Worldcup - Tokio 1991","16 Oktober 1991"
"234","UIAA Youth Worldchampionship - Imst (AUT) 1997","14 November 1997"
"207","European Youth Cup - Parma (ITA) 1997","21 September 1997"
"205","European Youth Cup - Chocen (CZE) 1997","29 Juni 1997"
"204","European Youth Cup - Bolzano (ITA) 1997","4 Mai 1997"
"85","UIAA Worldcup - Wien 1991","26 April 1991"
"771","UIAA Worldcup (L+S) - Shanghai (CHN) 2005","22 Oktober 2005"
"813","UIAA Asian Championship - Iran 2005","23 September 2005"
"655","UIAA Asian Championship - Jeolla Nam Do (KOR) 2004","30 Oktober 2004"
"460","UIAA Asian Championship - Toyama (JPN) 2002","12 Oktober 2002"
"415","Asian Bouldering Championship - Taipei (TPE) 2001","24 November 2001"
"437","1st UIAA ASIAN CUP - Kunming (CHN)","14 September 2001"
"261","UIAA Asian Championship - Kuala Lumpur (MAS) 2000","24 November 2000"
"396","Int. Event - L'Argentiere (FRA) 2001","27 Juli 2001"
"382","UIAA Worldcup - GAP (FRA) 2001","30 Juni 2001"
"255","UIAA World Youth Championship - Amsterdam (NED) 2000","1 SeptemberAugust 2000"
"220","European Youth Cup - Albertville (FRA) 1999","16 Oktober 1999"
"217","UIAA Youth Worldchampionship - Courmayeur (ITA) 1999","3 September 1999"
"219","European Youth Cup - Bern (SUI) 1999","14 August 1999"
"555","DAV SALOMON Bouldercup - Traunstein 2003","5 April 2003"
"501","DAV Bouldercup - Traunstein 2002","20 April 2002"
"584","UIAA Worldcup - Lecco (ITA) 2003 (boulder)","25 Juni 2003"
"452","UIAA Worldcup - Rovereto (ITA) 2002","14 September 2002"
"417","UIAA Worldcup - Munich (GER ) 2001","22 Juli 2001"
"283","UIAA Worldcup - Rovereto (ITA) 2000","16 September 2000"
"61","Jeux de Pyrinae - Ainsa 1993","21 Mai 1993"
"881","Int. Event (L) - Serre Chevalier (FRA) 2006","21  - 22 Juli 2006"
"776","UIAA Worldcup (L) - Valence (FRA) 2005","27  - 29 Oktober 2005"
"89","UIAA Worldcup - Chamonix (FRA) 1999","17 Juli 1999"
"250","UIAA Worldcup - Grenoble (FRA) 2000","1 SeptemberAugust 2000"
"247","UIAA Worldcup - München (GER) 2000","4 August 2000"
"280","UIAA Worldcup - Millau (FRA) 2000","1 JuniMai 2000"
"94","UIAA Worldcup - Grenoble (FRA) 1999","28 August 1999"
"88","UIAA Worldcup - Val d'Isere (FRA) 1999","11 Juli 1999"
"514","UIAA Worldcup - Lecco (ITA) 2002 - boulder","26 Juni 2002"
"208","European Youth Cup - Bern (SUI) 1996","28 September 1996"
"71","UIAA Masters - Rock Masters Arco 1992","1 SeptemberAugust 1992"
"774","UIAA Worldcup (B) - Firminy (FRA) 2005","30 September 2005"
"756","UIAA Worldcup (B) - Fiera di Primiero (ITA) 2005","17 Juni 2005"
"645","UIAA Worldcup - Bardonecchia (ITA) 2004","19  - 21 August 2004"
"643","UIAA Worldcup - L'Argentière La Bessée (FRA) 2004","29 Juli 2004"
"210","European Youth Cup - Skofja Loka (SLO) 1996","14 September 1996"
"212","European Youth Cup - Ravenna (ITA) 1996","29 Juni 1996"
"209","European Youth Cup - Dortmund (GER) 1996","8 Juni 1996"
"281","Int. Event - L'Argentiere (FRA) 2000","25 Juli 2000"
"300","Schweizer Meisterschaft Chiasso 99","29 August 1999"
"327","Swiss Cup Chur 96","31 März 1996"
"334","Swiss Cup Chur '95","2 April 1995"
"348","Swiss Cup Laax '94","3 Juli 1994"
"352","Swiss Cup - Lötschental '93","10 Oktober 1993"
"60","UIAA Masters - Rock Masters Arco 1993","11 September 1993"
"62","Masters Serre-Chevalier 1993","22 Juli 1993"
"354","Schweizer Meisterschaft Wengen '93","11 Juli 1993"
"350","Swiss Cup - Brunnen '93","25 April 1993"
"585","UIAA Worldcup - L'Argentière (FRA) 2003","25 Juli 2003"
"523","UIAA Worldcup - Yekaterinburg (RUS) 2003 (S)","4 Juni 2003"
"470","Int. Event - L'Argentière (FRA) 2002","26 Juli 2002"
"513","UIAA Worldcup - Lecco (ITA) 2002 - speed","24 Juni 2002"
"216","UIAA Worldcup - Beauregard (ITA) 1998","1 AugustJuli 1998"
"749","UIAA Worldcup (L+S) - Veliko Tarnovo (BUL) 2005","23  - 25 April 2005"
"552","UIAA Worldcup - Rovereto (ITA) 2003","12 September 2003"
"424","DAV Bouldercup - Berchtesgaden 2001","4 August 2001"
"226","DAV Ranglistenwettkampf - Selb 1999","27 Februar 1999"
"221","EuropeanYouth Cup - Amsterdam (NED) 1999","27 November 1999"
"218","European Youth Cup - Imst (AUT) 1999","10 Juli 1999"
"235","UIAA Youth Worldchampionship - Moscow (RUS) 1998","16 Juli 1998"
"885","UIAA Climbing Worldcup (L) - Qinghai Province (CHN) 2006","29  - 30 Juli 2006"
"214","European Youth Cup - Imst (AUT) 1998","11 Juli 1998"
"202","European Youth Cup - Triest (ITA) 1998","4 Juli 1998"
"384","UIAA Worldcup - Birmingham (GBR) 2001","7 Dezember 2001"
"525","UIAA Worldcup - Fiera di Primiero (ITA) 2003","13  - 15 Juni 2003"
"339","Schweizer Meisterschaft - Lugano '95","9 September 1995"
"351","Swiss Cup - Lausanne '93","25 September 1993"
"436","Int. Event - Blocmaster Grenoble (FRA) 2001","5  - 7 Oktober 2001"
"383","UIAA Worldcup - Rovereto (ITA) 2001","1 SeptemberAugust 2001"
"632","Deutsche Meisterschaft Speed - Köln 2003","27 September 2003"
"236","Deutsche Bouldermeisterschaft - Köln 1999","24 Oktober 1999"
"157","Weltcup, Barcelona 1990","14 Dezember 1990"
"159","Weltcup, Lyon 1990","15 November 1990"
"161","Weltcup, Nürnberg 1990","1 NovemberOktober 1990"
"160","Weltcup, Madonna di Campiglio 1990","27 Juli 1990"
"889","UIAA Climbing Worldcup (B) - Hall (AUT) 2006","23 Juni 2006"
"888","UIAA Climbing Worldcup (B) - Fiera di Primiero (ITA) 2006","16  - 17 Juni 2006"
"886","UIAA Climbing Worldcup (B) - Grindelwald (SUI) 2006","9  - 10 Juni 2006"
"884","UIAA Climbing Worldcup (B) - Rovereto (ITA) 2006","12  - 14 Mai 2006"
"878","UIAA Climbing Worldcup (B+S) - Veliko Tarnovo (BUL) 2006","21  - 22 April 2006"
"877","UIAA Climbing Worldcup (B) - Birmingham (GBR) 2006","17  - 19 März 2006"
"747","UIAA Worldcup (B+S) - Moscow (RUS) 2005","8  - 10 April 2005"
"745","UIAA Worldcup (B) - Birmingham (GBR) 2005","18  - 20 März 2005"
"650","UIAA Worldcup - Huzou (CHN) 2004","24  - 26 September 2004"
"639","UIAA Worldcup - Fiera di Primiero (ITA) 2004","18  - 20 Juni 2004"
"635","UIAA Worldcup - Erlangen (GER) 2004","16 April 2004"
"634","UIAA Worldcup - Birmingham (GBR) 2004","2  - 4 April 2004"
"590","Int. Event - La Colmiane (FRA) 2003","19 September 2003"
"581","UIAA Worldcup - Yekaterinburg (RUS) 2003 (B+S)","30 Mai - 1 Juni 2003"
"543","Int. Event - Birmingham (GBR) 2003","14  - 16 März 2003"
"734","Int. Event - OutDoor Climbing Events 2004 - Friedrichshafen (GER) 2004","23 Juli 2004"
"298","Swisscup-Finale Bern 99","21 November 1999"
"130","Regionalcup - Braunschweig '93","15 Mai 1993"
"674","DAV SALOMON Bouldercup - Leipzip 2004","21 Februar 2004"
"101","Ranglistenwettkampf der Sektion Landshut '98","17 Oktober 1998"
"179","Siemens Jugend- und Juniorencup - Mannheim '96","9 November 1996"
"177","Siemens Jugend- und Juniorencup - Dresden '96","19 Oktober 1996"
"178","Siemens Jugend- und Juniorencup - Erlangen '96","14 April 1996"
"184","Siemens Jugend- und Junioren-Cup - Mannheim '95","17 Dezember 1995"
"180","Klettersportfest Hohenstein '95","30 Juli 1995"
"181","Siemens Jugend- und Junioren-Cup - Erlangen '95","22 April 1995"
"182","Siemens Jugend- und Junioren-Cup - Frankfurt '95","7 April 1995"
"190","Jugend- und Junioren-Cup '94 - Mannheim","11 November 1994"
"191","Jugend & Junioren WM '94 - Leipzig","16 Oktober 1994"
"189","Jugend- und Junioren-Cup '94 - Heilbronn","1 OktoberSeptember 1994"
"188","Jugend- und Junioren-Cup '94 - Braunschweig","7 Mai 1994"
"187","Jugend- und Junioren-Cup '94 - Augsburg","5 März 1994"
"152","Weltcup Open, Wien 1991","26 April 1991"
"158","Weltcup, Berkeley 1990","19 August 1990"
"162","Weltcup, Wien 1990","28 April 1990"
"377","UIAA Youth World Championship - Imst(AUT) 2001","21  - 24 Juni 2001"
"380","European Youth Cup - Imst (AUT) 2001","16 Juni 2001"
"288","European Youth Cup - Kranj (SLO) 2000","2 Dezember 2000"
"289","European Youth Cup - L'Aprica (ITA) 2000","28 Oktober 2000"
"284","European Youth Cup - Imst (AUT) 2000","3 Juni 2000"
"589","Int. Event - Boulder Masters Grenoble (FRA) 2003","29 August 2003"
"301","Swiss Cup Meiringen 99","23 Oktober 1999"
"302","Swiss Cup Schlieren 99","2 Oktober 1999"
"306","Klettercup Diemtigtal","15 Februar 1998"
"344","CTS-Cup Sargans/Regionalwettkampf","23 Februar 1994"
"165","Weltcup, Open, Lyon 1990","15 November 1990"
"245","UIAA Worldcup - Beauregard (ITA) 2000","22 Juli 2000"
"90","UIAA Worldcup - Beauregard (ITA) 1999","24 Juli 1999"
"185","Siemens Jugend- und Junioren-Cup - Weil a.Rhein 95","3 Dezember 1995"
"799","C-MAX Climbing Cup Bouldern - Leysin 2005","4 Juni 2005"
"800","C-MAX Climbing Cup & Boulder-Schweizermeisterschaft - Engelberg 2005","11 Juni 2005"
"708","C-MAX Climbing Cup Bouldern - Schaffhausen 2004","11 Dezember 2004"
"707","C-MAX Climbing Cup & Schweizer Meisterschaft Difficulty - Schlieren 2004","6 November 2004"
"568","Schweizermeisterschaft (nur Elite) / Maverick Climbing Cup Bouldern - Schaffhausen (SH)","13 Dezember 2003"
"573","Schweizermeisterschaft / Maverick Climbing Cup Difficulty - Schlieren (ZH)","25 Oktober 2003"
"571","Maverick Climbing Cup Difficulty - Thun (BE)","30 August 2003"
"491","Maverick Climbing Cup Difficulty - Schlieren / ZH","14 September 2002"
"487","Schweizermeisterschaft Bouldern - Genf / GE 2002","20 April 2002"
"485","Maverick Climbing Cup Bouldern - Winterthur / ZH","13 April 2002"
"484","Maverick Climbing Cup Bouldern - Schaffhausen / SH","6 April 2002"
"413","SWISS CUP Finale - Schlieren/ZH 2001","15 September 2001"
"427","Schweizer Meisterschaft Difficulty - Meiringen/BE 2001","25 August 2001"
"404","SWISS CUP - Genf/GE 2001","12 Mai 2001"
"356","Schweizer Meisterschaft - Schlieren 2000","16 September 2000"
"355","Swiss Cup - Meiringen 2000","9 September 2000"
"290","Swiss Cup - Genf 2000","8 April 2000"
"299","Swiss Cup Chur 1999","24 April 1999"
"313","Swiss Cup Schlieren 98","26 September 1998"
"304","7. Zürcher Unterländer Kletterwettkampf 98","30 August 1998"
"308","Regionalwettkampf Schlieren","16 Mai 1998"
"328","Swiss-Cup Fribourg","17 November 1996"
"320","Bündnermeisterschaften 96","25 August 1996"
"331","Zücher Unterländer Kletterwettkampf","24 September 1995"
"330","Bündner Klettermeisterschaften 95","3 September 1995"
"341","Bündner Meisterschaften","28 August 1994"
"285","Masters - Serre Chevalier (FRA) 2000","17 Juli 2000"
"294","AGRS-Boulder Contest","9 Mai 1999"
"303","Boulderwettkampf, Adliswil 98","14 November 1998"
"310","Swiss Cup Genf","14 Februar 1998"
"122","Regionalcup - Heilbronn '94","1 OktoberSeptember 1994"
"677","UIAA Nordic Championship Bouldering (NOR) 2004","28 Februar 2004"
"580","DAV SALOMON Bouldercup - Garmisch Partenkirchen 2003","3 Mai 2003"
"545","Int. Event - Master/Event of Daroca, Zaragosa (ESP) 2003","5 Juli 2003"
"324","Regionalwettkampf St. Légier","9 November 1996"
"704","C-MAX Climbing Cup Difficulty - Meiringen 2004","29 August 2004"
"316","Klettercup Diemtigtal","23 Februar 1997"
"332","Klettercup Diemtigtal","12 Februar 1995"
"345","Regionalwettkampf Zweisimmen","17 April 1994"
"343","Simmentaler Klettercup/Regionalwettkampf","6 März 1994"
"519","DAV Bouldercup - Heilbronn 2002","23 November 2002"
"500","DAV Bouldercup - München 2002","4 August 2002"
"173","Siemens Jugend- und Juniorencup - Erlangen '97","1 NovemberOktober 1997"
"175","Siemens Jugend- und Juniorencup - Köln '97","24 August 1997"
"174","Siemens Jugend- und Juniorencup - Hohenstein '97","4 Juni 1997"
"176","Siemens Jugend- und Juniorencup - Aachen '96","21 September 1996"
"512","Int. Event - Speed Rock - Daone (ITA)","28 Juli 2002"
"163","Weltcup, Open, Barcelona 1990","14 Dezember 1990"
"803","C-MAX Climbing Cup & Difficulty-Schweizermeisterschaft - Niederwangen 2005","15 Oktober 2005"
"802","C-MAX Climbing Cup Difficulty - Thun 2005","10 September 2005"
"798","C-MAX Climbing Cup Difficulty - Winterthur 2005","7 Mai 2005"
"489","Schweizer Meisterschaft Speed - Luzern / LU 2002","5 Mai 2002"
"296","Gaswerk-Cup Schlieren","12 Juni 1999"
"854","Deutscher Bouldercup - Münster 2006","1 April 2006"
"675","DAV SALOMON Bouldercup - Berchtesgaden 2004","20 März 2004"
"673","DAV SALOMON Bouldercup - Ispo München 2004","1 Februar 2004"
"554","DAV SALOMON Bouldercup - Düsseldorf 2003","15 März 2003"
"553","DAV SALOMON Bouldercup - München ISPO 2003","1 FebruarJanuar 2003"
"676","UIAA Worldcup - Val Daone (ITA) 2004","17 Juli 2004"
"588","UIAA Worldcup - Val Daone (ITA) 2003","26 Juli 2003"
"583","UIAA Worldcup - Lecco (ITA) 2003 (speed)","23 Juni 2003"
"381","European Youth Cup - Birmingham (GBR) 2001","7  - 9 Dezember 2001"
"400","European Youth Cup - Aprica (ITA) 2001","13 Oktober 2001"
"431","European Youth Cup - Arco (ITA) 2001","30 Juni 2001"
"379","European Youth Cup - Trieste (ITA) 2001","7 April 2001"
"932","Swiss Climbing Cup Bouldern - Grindelwald 2006","5 Juni 2006"
"705","C-MAX Climbing Cup Bouldern - Bellinzona 2004","5 September 2004"
"703","C-MAX Climbing Cup & Schweizer Meisterschaft Bouldern - Leysin 2004","5 Juni 2004"
"340","Zürcher Unterländer Kletterwettkampf","25 September 1994"
"443","3. UIAA Worldcup - Yekaterinburg (RUS) 2002","25  - 26 Mai 2002"
"442","2. UIAA Worldcup - Yekaterinburg (RUS) 2002","22 Mai 2002"
"679","International World Games (L+S) - Duisburg (GER) 2005","22  - 23 Juli 2005"
"739","North American Championship - Mexico City (MEX) 2004 (incl. SpiderKids)","24  - 28 November 2004"
"9661","Kidscup Bouldern Region Franken/Nb/Opf - DAV Kletterhalle Bayreuth","15 Februar 2020"
"10731","Baden-Württembergischer Jugendcup Boulden - Active Garden Waiblingen","13 September 2020"
"9611","Bayerische Meisterschaft/ Kids Cup Lead - DAV Kletterzentrum Augsburg LLZ","12  - 13 September 2020"
"9261","Westdeutsche Meisterschaft Speed 2020 im DAV Kletterzentrum Darmstadt","6 September 2020"
"8693","NRW-Landesmeisterschaft Speed 2019","31 August 2019"
"8468","Offene NRW-Landesmeisterschaft Bouldern 2019 - Köln","4 Mai 2019"
"8232","Bayerische Jugendmeisterschaft Overall &  KidsCup Finale LLZ Augsburg","28 September 2019"
"8196","Bayerische Jugendmeisterschaft Lead Deggendorf (Qualifikation Jugend B und C)","20 Juli 2019"
"8187","Kids Cup Lead Aschaffenburg (Qualifikation Jugend C)","13 Juli 2019"
"8229","Bayerische Meisterschaft Speed Jugend C + Kidscup Jugend D LLZ Augsburg ","7 Juli 2019"
"8193","Bayerische Jugendmeisterschaft Bouldern Landshut (Qualifikation Jugend B und C)","11 Mai 2019"
"7416","Bayerische Jugendmeisterschaft Olympic Combined Augsburg","6  - 7 Oktober 2018"
"7383","Qualifikation Bayerische Meisterschaften Berchtesgaden Lead","30 Juni 2018"
"7791","Qualifikation Bayerische Meisterschaften Augsburg Combined","9  - 10 Juni 2018"
"7326","Qualifikation Bayerische Meisterschaften Freising Speed","17 März 2018"
"7323","Qualifikation Bayerische Meisterschaften Freising Lead","17 März 2018"
"9581","Bayerische Meisterschaft Speed - Kletterhalle Rosenheim","2 September 2020"
"8184","Kids Cup Bouldern Rosenheim (Qualifikation Jugend C)","16 März 2019"
"6939","Qualifikation Bayerische Meisterschaft München Freimann Bouldern","15 Juli 2017"
"6942","Qualifikation Bayerische Meisterschaft München Freimann Speed","15 Juli 2017"
"7386","Qualifikation Bayerische Meisterschaften Kempten Speed","22 Juli 2018"
"7734","RockTown ""Summer Challenge - Round 3"" 2018","28 Juli - 29 August 2018"
"7731","RockTown ""Summer Challenge - Round 2"" 2018","23 Juni - 25 Juli 2018"
"7044","Oceania Continental Championships & Oceania Youth Championships (L,S,B) - Noumea (FRA) 2017","12  - 15 Oktober 2017"
"7320","Qualifikation Bayerische Meisterschaften Free Boudler Cup München","24 Februar 2018"
"7389","Qualifikation Bayerische Meisterschaften Kempten Bouldern","21 Juli 2018"
"7317","Qualifikation Bayerische Meisterschaften Würzburg Lead","20 Januar 2018"
"6921","European Youth Championship Combined (Youth A) - Saint-Etienne (FRA) 2017","25  - 26 November 2017"
"5811","Paraclimbing Master (L) - Imst (AUT) 2016","16  - 17 Juli 2016"
"5788","Race Challenge Berchtesgaden","11 Juni 2016"
"6120","RockTown ""Summer Challenge - Round 2"" 2016","17 Juni - 20 Juli 2016"
"9251","Offene Hessische Meisterschaft Lead 2020 im DAV Kletterzentrum Darmstadt","5 September 2020"
"8052","Offene Hessische Speedmeisterschaft 2018 - Darmstadt ","8 Dezember 2018"
"8283","Baden-Württembergischer Jugendcup Speed 2019 Heilbronn","28 September 2019"
"8277","Baden-Württembergischer Jugendcup Lead 2019 Freiburg","20 Juli 2019"
"8280","Baden-Württembergischer Jugendcup Speed 2019 Reutlingen","14 Juli 2019"
"8361","Baden-Württembergischer Jugendcup Lead 2019 Reutlingen","13 Juli 2019"
"8271","Baden-Württembergischer Jugendcup Bouldern 2019 Tübingen","9 Februar 2019"
"7407","Qualifikation Bayerische Meisterschaften Lead Heilbronn i.R.d. Regionalmeisterschaft Süd","15 September 2018"
"7398","Qualifikation Bayerische Meisterschaften Bouldern Tübingen i.R.d. Regionalmeisterschaft Süd","3 März 2018"
"8370","Qualifikation Bayerische Meisterschaften OA Jugend A i.R.d. Süddeutschen Meisterschaft Bouldern ","23 Februar 2019"
"8226","Bayerische Meisterschaft Speed Erwachsene / Jugend A & B LLZ Augsburg","6 Juli 2019"
"1498","IFSC World Youth Championship - Noumea, New Caledonia (FRA) - 2014","19  - 23 September 2014"
"1603","PanAmerican Youth Championship (L,S, B) - Mexico City (MEX) 2014","26  - 30 November 2014"
"1626","Paraclimbing Cup (L) - Sheffield (GBR) 2015","3  - 4 Oktober 2015"
"1612","Paraclimbing Cup (L) - Imst (AUT) 2015","27  - 28 Juni 2015"
"1605","European Youth Cup (S) - Imst (AUT) 2015 ","22 August 2015"
"1614","European Youth Cup (S) - Tarnow (POL) 2015 ","6 Juni 2015"
"5744","European Youth Cup (S) - Tarnow (POL) 2016 ","16  - 18 April 2016"
"1625","Paraclimbing Cup (L) - Chamonix (FRA) 2015 ","10  - 11 Juli 2015"
"1632","Asian Youth Championship - Putrajaya (MAS) 2015","2  - 6 Dezember 2015"
"6094","Oceania Continental Championship - Sidney (AUS) 2016","17  - 19 Juni 2016"
"8597","Qualifikation Bayerische Meisterschaft OA Jugend A i.R.d. Süddeutschen Meisterschaft Lead","6 Juli 2019"
"5633","Offene Berliner/Sächsische Meisterschaft Bouldern in Berlin","13 Juni 2015"
"5546","Offene Berliner/Sächsische Meisterschaft Lead in Berlin","27 September 2014"
"6769","BaWü Meisterschaft Speed - Neu-Ulm","24 September 2017"
"8456","Offene Berliner und Sächsische Landesmeisterschaften Bouldern 2019 - Berlin","25 März 2019"
"274","Jugend- und Juniorencup - Thalkirchen 2000","29 Oktober 2000"
"272","Jugend- und Juniorencup - Hohnstein 2000","10 September 2000"
"273","Jugend- und Juniorencup - Rostock 2000","16 Juli 2000"
"271","Jugend- und Juniorencup - Scheidegg 2000","9 April 2000"
"229","Siemens Jugend- und Juniorencup - Scheidegg 1999","20 November 1999"
"228","Siemens Jugend- und Juniorencup - Erlangen 1999","6 November 1999"
"227","Siemens Jugend- und Juniorencup - Augsburg 1999","3 Juli 1999"
"169","Siemens Jugend- und Juniorencup - Erlangen '98","7 November 1998"
"172","Siemens Jugend- und Juniorencup - München '98","8 August 1998"
"170","Siemens Jugend- und Juniorencup - Freiburg '98","9 Mai 1998"
"171","Siemens Jugend- und Juniorencup - Leipzig '98","28 Februar 1998"
"164","Weltcup, Open, Berkeley 1990","19 August 1990"
"855","Deutscher Bouldercup - Überlingen 2006","15 Juli 2006"
"845","Deutscher Bouldercup - Leipzig 2005","10 September 2005"
"615","2. Berliner Landesmeisterschaften 2003","20 September 2003"
"857","Deutscher Speed-Klettercup - München 2006","29 Januar 2006"
"791","Deutsche Meisterschaft (Speed) - Leipzig 2005","1 Oktober 2005"
"689","Deutscher Jugend- und Juniorencup - Forchheim 2004","18 Juli 2004"
"557","Dt. Jugendmeisterschaft - München 2003","25 Oktober 2003"
"561","DAV Jugend- und Juniorencup - Köln 2003","28 September 2003"
"563","DAV Jugend- und Juniorencup - Kempten 2003","6 Juli 2003"
"560","DAV Jugend- und Juniorencup - Berlin 2003","11 Mai 2003"
"505","Jugend- und Juniorencup - Ottobeuren 2002","15 September 2002"
"421","Deutsche Jugendmeisterschaft - Coburg 2001 ","10 November 2001"
"434","Jugend- und Juniorencup - Ottobeuren 2001","28 Oktober 2001"
"433","Jugend- und Juniorencup - Thalkirchen 2001","8 September 2001"
"388","Jugend- und Juniorencup - Scheidegg 2001","6 Mai 2001"
"504","Jugend- und Juniorencup - Münster 2002","2 Juni 2002"
"477","Jugend- und Juniorencup - München ISPO 2002","2 Februar 2002"
"858","Deutscher Speed-Klettercup - Frankenthal 2006","13 Mai 2006"
"664","European Youth Cup - Kranj (SLO) 2004","27 November 2004"
"691","Dt. Jugendmeisterschaft - Leipzig 2004","6 November 2004"
"688","Deutscher Jugend- und Juniorencup - Heilbronn 2004","26 September 2004"
"690","Deutscher Jugend- und Juniorencup - Berlin 2004","9 Mai 2004"
"540","European Youth Cup - Kranj (SLO) 2003","22  - 23 November 2003"
"539","European Youth Cup - Niederwangen (SUI) 2003","13 September 2003"
"537","European Youth Cup - Arco (ITA) 2003","31 Mai 2003"
"536","European Youth Cup - Imst (AUT) 2003","17 Mai 2003"
"466","European Youth Cup - Kranj (SLO) 2002","23 November 2002"
"506","Deutsche Jugendmeisterschaft - Berlin 2002 ","26 Oktober 2002"
"456","UIAA World Youth Championship - Canteleu (FRA) 2002","28 September 2002"
"464","European Youth Cup - Arco (ITA) 2002","22 Juni 2002"
"462","European Youth Cup - Imst (AUT) 2002","15 Juni 2002"
"432","UIAA Youth World Championship SPEED - Imst (AUT) 2001","21  - 24 Juni 2001"
"369","Stechen zur Dt. Meisterschaft - Thalkirchen 2000","29 Oktober 2000"
"291","Bouldercup Adliswil 15.11.99","15 November 1999"
"1132","Deutscher Bouldercup Pforzheim 2008","26  - 27 April 2008"
"859","Deutscher Speed-Klettercup - Überlingen 2006","14  - 15 Juli 2006"
"5013","Deutscher Speedcup - Friedrichshafen - 2009","18 Juli 2009"
"5012","Deutscher Speedcup - Überlingen - 2009","11 Juli 2009"
"1038","Deutscher Speed-Klettercup  - Frankenthal 2007","11 November 2007"
"844","Landesmeisterschaft Rheinlandpfalz - Frankenthal 2005","8 Oktober 2005"
"307","Coupe Genevoise","15 Februar 1998"
"378","European Youth Cup - Apatity (RUS) 2001","30 März - 1 April 2001"
"429","European Youth Cup Speed - Apatity (RUS) 2001","29 März 2001"
"938","Swiss Climbing Cup Lead - Niederwangen 2006","21 Oktober 2006"
"934","Swiss Climbing Cup Lead - Meiringen 2006","19 August 2006"
"951","Schweizer Meisterschaft (SCC) Lead - Schlieren 2006","17 Juni 2006"
"628","Schweizer Meisterschaft / Maverick Climbing Cup Speed - Lausanne 2003","27 September 2003"
"405","Swiss Cup Jugend - Chur/GR 2001","20 Mai 2001"
"357","Swiss Cup Jugend - Freiburg 2000","8 Oktober 2000"
"293","Klettercup Diemtigtal","14 Februar 1999"
"315","6. Zürcher Unterländer Kletterwettkampf 97","7 August 1997"
"323","Regionalwettkampf Herisau","10 November 1996"
"322","Klettercup Diemtigtal","11 Februar 1996"
"518","UIAA Youth World Championship Speed - Canteleu (FRA) 2002","27 September 2002"
"392","North American Youth Championship - Berkeley (USA) 2001","2  - 4 Februar 2001"
"706","C-MAX Climbing Cup Difficulty - Niederwangen 2004","25 September 2004"
"295","Jugend- und Junioren-Cup Langnau 99","30 Oktober 1999"
"305","Open d'escalade jurassien des jeunes","17 Mai 1998"
"567","Schweizermeisterschaft Bouldern - Genf (GE)","29 März 2003"
"593","Schweizermeisterschaft Bouldern - Genf (GE)","29 März 2003"
"733","European Youth Cup + Festival - Veliko Tarnovo (BUL) 2004","19  - 22 August 2004"
"566","Asian Youth Championship - Malaysia 2002","21 Dezember 2002"
"292","Aranea-Open Regionalwettkampf","11 September 1999"
"297","Zürcher Unterländer Regionalwettkampf","5 September 1999"
"792","Deutscher Jugend- und Juniorencup - Karlsruhe 2005","8 Mai 2005"
"5009","Deutscher Bouldercup - Kitzbühel - 2009","8  - 9 Mai 2009"
"795","Dt. Jugendmeisterschaft - Heilbronn 2005","3 Dezember 2005"
"794","Deutscher Jugend- und Juniorencup - Leipzig 2005","2 Oktober 2005"
"793","Deutscher Jugend- und Juniorencup - Kempten 2005","19 Juni 2005"
"592","Schweizermeisterschaft / Youth Climbing Cup Diffculty - Schlieren (ZH)","25 Oktober 2003"
"572","Youth Climbing Cup Difficulty - Bülach (ZH)","6 September 2003"
"569","Youth Climbing Cup Difficulty - Winterthur (ZH)","10 Mai 2003"
"629","Schweizer Meisterschaft / Youth Climbing Cup Speed - Lausanne 2003","27 September 2003"
"321","Zürcher Unterländer Wettkampf","1 JuniMai 1996"
"5094","Deutscher Speedcup - Darmstadt 2009","28 November 2009"
"718","Youth Climbing Cup & Schweizer Meisterschaft Bouldern - Leysin 2004","5 Juni 2004"
"701","Youth Climbing Cup Difficulty - Winterthur 2004","20 März 2004"
"1480","European Youth Cup (S) - Imst (AUT) 2013","29 Juni 2013"
"5156","Deutscher Speedcup - Leipzig 2010","27  - 28 November 2010"
"863","Deutscher Jugend- und Juniorencup - Frankenthal 2006","14 Mai 2006"
"864","Deutscher Jugend- und Juniorencup - Ingolstadt 2006","25 Juni 2006"
"866","Deutsche Jugendmeisterschaft Lead - Scheidegg 2006","2 Dezember 2006"
"1476","Oceania Continental Championship - Nouméa (New Caledonia) 2013","25  - 26 Mai 2013"
"1482","European Youth Cup (L) - Stavanger (NOR) 2013","7  - 8 September 2013"
"1428","European Youth Cup (S) - Pieve (ITA) 2012","11 August 2012"
"1286","European Speed Cup - Nicosia (CYP) 2010","4  - 5 Dezember 2010"
"1543","European Youth Cup (S) - Chamonix (FRA) 2014 ","9 Juli 2014"
"1542","European Youth Cup (S) - Imst (AUT) 2014 ","5 Juli 2014"
"1434","IFSC Paraclimbing World Championship - Paris (FRA) 2012","12  - 16 September 2012"
"1515","Paraclimbing Cup Laval (Boulder) 2013 - Laval (FRA) 2013","12  - 13 Oktober 2013"
