,ID,Rank,Last Name,First Name,Points,Event,Gender,Year,country,birth_year,height,weight,age
4145,5325,65,Endo,Yuka,7.0,lead,WOMEN,2012,JPN,1966.0,,,46.0
4146,5325,45,Endo,Yuka,14.0,lead,WOMEN,2007,JPN,1966.0,,,41.0
4147,5325,60,Endo,Yuka,5.0,lead,WOMEN,2002,JPN,1966.0,,,36.0
4148,5325,59,Endo,Yuka,3.0,lead,WOMEN,2001,JPN,1966.0,,,35.0
4149,5360,70,Sakakibara,Yuko,5.0,lead,WOMEN,2012,JPN,1982.0,,,30.0
4150,5360,43,Sakakibara,Yuko,8.0,lead,WOMEN,2010,JPN,1982.0,,,28.0
4151,5360,61,Sakakibara,Yuko,3.0,boulder,WOMEN,2009,JPN,1982.0,,,27.0
4152,5360,43,Sakakibara,Yuko,16.0,lead,WOMEN,2007,JPN,1982.0,,,25.0
4153,5360,58,Sakakibara,Yuko,4.0,boulder,WOMEN,2005,JPN,1982.0,,,23.0
4154,5360,76,Sakakibara,Yuko,7.0,lead,WOMEN,2003,JPN,1982.0,,,21.0
