,ID,Rank,Last Name,First Name,Points,Event,Gender,Year
32,9221,33,Leslie-Wujastyk,Mina,37.0,boulder,WOMEN,2010
33,8759,34,Merrick,Diane,36.0,boulder,WOMEN,2010
34,6169,35,Berry,Samantha,34.0,boulder,WOMEN,2010
35,7637,36,Ladurner,Alexandra,34.0,boulder,WOMEN,2010
36,8212,37,Metcalf,Francesca,28.0,boulder,WOMEN,2010
37,8247,38,Coxsey,Shauna,24.0,boulder,WOMEN,2010
38,5841,39,Carpenter,Thirza,20.0,boulder,WOMEN,2010
39,7576,40,Fakhritdinova,Dinara,19.0,boulder,WOMEN,2010
40,6878,41,Gawrych,Audrey,18.0,boulder,WOMEN,2010
41,8256,42,Blair-Coyle,Sierra,16.0,boulder,WOMEN,2010
42,6849,43,Crane,Leah,16.0,boulder,WOMEN,2010
43,6219,44,Dufraisse,Alizée,16.0,boulder,WOMEN,2010
44,5251,45,Nilwik,Rachel,16.0,boulder,WOMEN,2010
45,9220,46,Chapet,Manon,14.0,boulder,WOMEN,2010
46,6075,47,Rajfova,Silvie,14.0,boulder,WOMEN,2010
47,6677,48,Modrzejewska,Agata,12.0,boulder,WOMEN,2010
48,8878,49,Stotz,Rebekka,11.0,boulder,WOMEN,2010
49,9010,50,Hayen,Magali,10.0,boulder,WOMEN,2010
50,1304,51,Titova,Natalia,9.0,boulder,WOMEN,2010
51,9178,52,Jenerik,Cicada,8.0,boulder,WOMEN,2010
52,9180,53,Kiersch,Michaela,8.0,boulder,WOMEN,2010
53,9057,54,Schützenberger,Sarah,8.0,boulder,WOMEN,2010
54,2737,55,Dzhambazova,Ina,7.0,boulder,WOMEN,2010
55,9913,56,Piddock,Katy,7.0,boulder,WOMEN,2010
56,3885,57,Schwab,Tabea,7.0,boulder,WOMEN,2010
57,1764,58,Brady,Katrin,6.0,boulder,WOMEN,2010
58,3317,59,Weldon,Stacey,6.0,boulder,WOMEN,2010
59,1272,60,Sarkany,Muriel,5.0,boulder,WOMEN,2010
60,7931,61,Cox,Chauncenia,4.0,boulder,WOMEN,2010
61,6281,62,Berezowski,Amanda,3.0,boulder,WOMEN,2010
62,7114,63,Morozkina,Olga,3.0,boulder,WOMEN,2010
63,8787,64,PAN,Xuhua,2.0,boulder,WOMEN,2010
64,9489,65,Verhage,Marianne,2.0,boulder,WOMEN,2010
65,7487,66,Hagiwara,Asaki,1.0,boulder,WOMEN,2010
66,9455,67,Haldenby,Helen,1.0,boulder,WOMEN,2010
0,8560,1,Kokorin,Stanislav,455.0,speed,MEN,2010
1,6132,2,Vaitsekhovskii,Evgenii,437.0,speed,MEN,2010
2,5651,3,Hroza,Libor,416.0,speed,MEN,2010
3,5141,4,Sinitcyn,Sergei,341.0,speed,MEN,2010
4,7994,5,Zhong,QiXin,334.0,speed,MEN,2010
5,7245,6,Abdrakhmanov,Sergey,279.0,speed,MEN,2010
6,8785,7,ZHANG,Ning,207.0,speed,MEN,2010
7,8200,8,Swirk,Lukasz,200.0,speed,MEN,2010
8,6950,9,Osipov,Maksym,181.0,speed,MEN,2010
9,7244,10,Nigmanov,Zufar,154.0,speed,MEN,2010
10,9296,11,Novikov,Ivan,133.0,speed,MEN,2010
11,2586,12,Styenkovyy,Maksym,123.0,speed,MEN,2010
12,8786,13,Zhang,Yuhang,120.0,speed,MEN,2010
13,7855,14,Gál,Máté,95.0,speed,MEN,2010
14,7885,15,Nieves,Josmar,89.0,speed,MEN,2010
15,3235,16,Escobar,Manuel,88.0,speed,MEN,2010
16,6980,17,Komosinski,Jedrzej,87.0,speed,MEN,2010
17,7821,18,Sirekanyan,Vaginak,87.0,speed,MEN,2010
18,7574,19,Ter-Minasyan,Arman,86.0,speed,MEN,2010
19,135,20,Komondi,Csaba,85.0,speed,MEN,2010
20,906,21,Oleksy,Tomasz,83.0,speed,MEN,2010
21,9700,22,Shevchenko,Arsenii,67.0,speed,MEN,2010
22,6940,23,Devyaterikov,Artyom,58.0,speed,MEN,2010
23,9752,24,Mohammadinegad,Mohsen,55.0,speed,MEN,2010
24,5005,25,Lai,Chi-Wai,52.0,speed,MEN,2010
25,9436,26,Gontero,Leonardo,50.0,speed,MEN,2010
26,10107,27,Chae,Sungjoon,37.0,speed,MEN,2010
27,5137,28,Kaurov,Ivan,36.0,speed,MEN,2010
28,7618,29,Yurko,Oleksiy,34.0,speed,MEN,2010
29,8323,30,Ghisolfi,Stefano,32.0,speed,MEN,2010
30,10109,31,Seo,Chigon,31.0,speed,MEN,2010
31,10234,32,Zhong,Lincai,31.0,speed,MEN,2010
32,8980,33,Savelyev,Artem,28.0,speed,MEN,2010
33,5275,34,De Las Salas,Leonel,26.0,speed,MEN,2010
34,7479,35,Jang,Yongho,26.0,speed,MEN,2010
35,7332,36,Toozandehjani,Hamidreza,26.0,speed,MEN,2010
36,10235,37,Lai,pingsheng,24.0,speed,MEN,2010
37,7619,38,Topal,Yaroslav,24.0,speed,MEN,2010
38,9194,39,Yau,Ka-chun,24.0,speed,MEN,2010
39,7964,40,Boldyrev,Danyil,22.0,speed,MEN,2010
40,10122,41,Tirado,Daniel,22.0,speed,MEN,2010
41,10185,42,Sheikhbahaei,Omid,20.0,speed,MEN,2010
42,7798,43,Pociecha,Jakub,19.0,speed,MEN,2010
43,6167,44,Boulbahaiem,Salah,18.0,speed,MEN,2010
44,9494,45,Halasa,Rafal,18.0,speed,MEN,2010
45,5293,46,Kosterin,Alexander,18.0,speed,MEN,2010
46,8274,47,Sirotti,Michel,18.0,speed,MEN,2010
47,8900,48,Suolang,Jiacuo,17.0,speed,MEN,2010
48,8088,49,LE COUSTER,Yoann,16.0,speed,MEN,2010
49,8536,50,Qu,HaiBin,16.0,speed,MEN,2010
50,10035,51,Sirotti,Gianluca,16.0,speed,MEN,2010
51,8648,52,Quinteros,Andres,14.0,speed,MEN,2010
52,8245,53,Rugens,Rolands,14.0,speed,MEN,2010
53,9877,54,Styla,Hubert,14.0,speed,MEN,2010
54,10019,55,Astashkin,Evgeny,12.0,speed,MEN,2010
55,7873,56,Dupin,Thomas,12.0,speed,MEN,2010
56,6493,57,Gál,Bence,12.0,speed,MEN,2010
57,9415,58,Ma,ZiDa,12.0,speed,MEN,2010
58,7328,59,Devyaterikov,Nikita,9.0,speed,MEN,2010
59,297,60,Juhasz,Gyula,9.0,speed,MEN,2010
60,9921,61,Modrzejewski,Jan,9.0,speed,MEN,2010
61,8639,62,Estevez ,Isaac,7.0,speed,MEN,2010
62,6944,63,Vorobyev,Valeriy,6.0,speed,MEN,2010
63,10050,64,Jobert,Emilien,5.0,speed,MEN,2010
64,8427,65,Novitskiy,Yury,5.0,speed,MEN,2010
65,10051,66,El Anhari,Joakim,4.0,speed,MEN,2010
66,5291,67,Salimov,Oleksandr,4.0,speed,MEN,2010
67,9316,68,Chavot,Vincent,1.0,speed,MEN,2010
68,5808,69,Foygel,Pavlo,1.0,speed,MEN,2010
0,8372,1,Ondra,Adam,451.0,lead,MEN,2009
1,2550,2,Usobiaga Lakunza,Patxi,391.0,lead,MEN,2009
2,7225,3,Amma,Sachi,327.0,lead,MEN,2009
3,6550,4,Schubert,Jakob,286.0,lead,MEN,2009
4,3521,5,Julian  Puigblanque,Ramón ,258.0,lead,MEN,2009
5,7056,6,Romain,Manuel,236.0,lead,MEN,2009
6,6487,7,Lama,David,207.0,lead,MEN,2009
7,6564,8,Tauporn,Thomas,197.0,lead,MEN,2009
8,2523,9,Becan,Klemen,188.0,lead,MEN,2009
9,6498,10,Supper,Gautier,173.0,lead,MEN,2009
10,5800,11,Midtboe,Magnus,168.0,lead,MEN,2009
11,3554,12,Desgranges,Romain,146.0,lead,MEN,2009
12,5089,13,McColl,Sean,146.0,lead,MEN,2009
13,3394,14,Son,Sangwon,118.0,lead,MEN,2009
14,6935,15,Chernikov,Mikhail,112.0,lead,MEN,2009
15,3377,16,Mrázek,Tomás,107.0,lead,MEN,2009
16,251,17,Crespi,Flavio,100.0,lead,MEN,2009
17,3115,18,Verhoeven,Jorg,100.0,lead,MEN,2009
18,3206,19,Matsushima,Akito,73.0,lead,MEN,2009
19,5722,20,Watanabe,Kazuma,63.0,lead,MEN,2009
20,5185,21,Marin Garcia,Eduard,57.0,lead,MEN,2009
21,6623,22,Hojer,Jan,46.0,lead,MEN,2009
22,6987,23,Lechner,Mario,46.0,lead,MEN,2009
23,6934,24,Kryukov,Valeriy,42.0,lead,MEN,2009
24,5688,25,Shoprin,Alexander,42.0,lead,MEN,2009
25,6937,26,Jubes Angarita,Marco Antonio,36.0,lead,MEN,2009
26,6388,27,Becan,Jure,31.0,lead,MEN,2009
27,6986,28,Lopez Mateos,Eric ,30.0,lead,MEN,2009
28,7229,29,Min,Hyunbin,28.0,lead,MEN,2009
29,9100,30,Nitta,Tatsumi,27.0,lead,MEN,2009
30,2583,31,Lachat,Cédric,26.0,lead,MEN,2009
31,232,32,Ovchinnikov,Evgeny,24.0,lead,MEN,2009
32,8315,33,Rudigier,Max,24.0,lead,MEN,2009
33,629,34,Sova,Matej,23.0,lead,MEN,2009
34,6645,35,Culver,Aurélien,22.0,lead,MEN,2009
35,8430,36,Esteller Ocaña,Victor,22.0,lead,MEN,2009
36,7088,37,Grosso,Cesar,22.0,lead,MEN,2009
37,3287,38,Guerimand,Flavien,22.0,lead,MEN,2009
38,6562,39,Bergasse,Remy,21.0,lead,MEN,2009
39,5137,40,Kaurov,Ivan,20.0,lead,MEN,2009
40,5616,41,Neumärker,Felix,20.0,lead,MEN,2009
41,8731,42,Kalina,Alexander,18.0,lead,MEN,2009
42,5830,43,Kim,Jaha,16.0,lead,MEN,2009
43,6489,44,Stranik,Martin,16.0,lead,MEN,2009
44,3379,45,Högström,Magnus,14.0,lead,MEN,2009
45,2791,46,Dugit,Fabien,12.0,lead,MEN,2009
46,3500,47,Glairon Mondet,Guillaume,12.0,lead,MEN,2009
47,6145,48,Lopez,Emmanuel,10.0,lead,MEN,2009
48,2631,49,Poplavskiy,Stanislav,10.0,lead,MEN,2009
49,5279,50,Söderin,Geir,10.0,lead,MEN,2009
50,7663,51,Ballet,Thomas,9.0,lead,MEN,2009
51,7965,52,Mardashov,Anton,9.0,lead,MEN,2009
52,8476,53,Camargo,Felipe,8.0,lead,MEN,2009
53,7230,54,Park,Jihwan,8.0,lead,MEN,2009
54,5768,55,Danker,Stefan,7.0,lead,MEN,2009
55,6496,56,Josseron,Gabriel,7.0,lead,MEN,2009
56,9058,57,Megos,Alexander,7.0,lead,MEN,2009
57,8587,58,Tsunoda,Hiroki,7.0,lead,MEN,2009
58,7572,59,Zazulin,Evgenii,7.0,lead,MEN,2009
59,6839,60,Dzyubyak,Yuriy,5.0,lead,MEN,2009
60,3498,61,Sommer,Remo,5.0,lead,MEN,2009
61,6111,62,De Boeck,Jérôme,4.0,lead,MEN,2009
62,3504,63,De Mattia,Nicola,4.0,lead,MEN,2009
63,6881,64,Huerta,Mauricio,4.0,lead,MEN,2009
64,6488,65,Kruder,Jernej,3.0,lead,MEN,2009
65,2800,66,Savelyev,Konstantin,3.0,lead,MEN,2009
66,6728,67,Szekely,Gabor,3.0,lead,MEN,2009
67,2535,68,Jaggi,Martin,2.0,lead,MEN,2009
68,5176,69,Moroni,Gabriele,1.0,lead,MEN,2009
69,8870,70,Reuser,Tim,1.0,lead,MEN,2009
0,7563,1,Ernst,Johanna,416.0,lead,WOMEN,2009
1,5983,2,KIM,Jain,354.0,lead,WOMEN,2009
2,3482,3,Vidmar,Maja,336.0,lead,WOMEN,2009
3,3487,4,Eiter,Angela,295.0,lead,WOMEN,2009
4,5169,5,Markovic,Mina,274.0,lead,WOMEN,2009
5,5183,6,Ciavaldini,Caroline,243.0,lead,WOMEN,2009
6,5254,7,Kobayashi,Yuka,232.0,lead,WOMEN,2009
7,2755,8,Gros,Natalija,219.0,lead,WOMEN,2009
8,1272,9,Sarkany,Muriel,193.0,lead,WOMEN,2009
9,6324,10,Chereshneva,Yana,190.0,lead,WOMEN,2009
10,6219,11,Dufraisse,Alizée,180.0,lead,WOMEN,2009
11,6326,12,Noguchi,Akiyo,180.0,lead,WOMEN,2009
12,6513,13,Durif,Charlotte,178.0,lead,WOMEN,2009
13,991,14,Eyer,Alexandra,175.0,lead,WOMEN,2009
14,5629,15,Schranz,Christine,150.0,lead,WOMEN,2009
15,5245,16,Pinet,Florence,138.0,lead,WOMEN,2009
16,5147,17,Malamid,Evgeniia,117.0,lead,WOMEN,2009
17,1030,18,Bacher,Barbara,94.0,lead,WOMEN,2009
18,1179,19,Lavarda,Jenny,87.0,lead,WOMEN,2009
19,5899,20,Gosar,Asja,86.0,lead,WOMEN,2009
20,6064,21,Wurm,Juliane,64.0,lead,WOMEN,2009
21,8963,22,Han,Seuran,50.0,lead,WOMEN,2009
22,9074,23,Le Neve,Melissa,42.0,lead,WOMEN,2009
23,1042,24,schöpf,Bettina,40.0,lead,WOMEN,2009
24,1055,25,Avezou,Cecile,36.0,lead,WOMEN,2009
25,6514,26,Thévenet,Marine,26.0,lead,WOMEN,2009
26,7939,27,DiGiulian,Sasha,24.0,lead,WOMEN,2009
27,8781,28,Avoscan,Sara,18.0,lead,WOMEN,2009
28,3484,29,Ociepka,Kinga,18.0,lead,WOMEN,2009
29,8196,30,van Bergen,Nikki,18.0,lead,WOMEN,2009
30,6076,31,Brumagne,Mathilde,15.0,lead,WOMEN,2009
31,7576,32,Fakhritdinova,Dinara,14.0,lead,WOMEN,2009
32,6593,33,Kudrova,Nelly,14.0,lead,WOMEN,2009
33,3751,34,Schmid,Christina,14.0,lead,WOMEN,2009
34,6457,35,Choong,Katherine,13.0,lead,WOMEN,2009
35,2821,36,Bacher,Sabine,11.0,lead,WOMEN,2009
36,9072,37,Faure,Jessica,11.0,lead,WOMEN,2009
37,5635,38,Couchot,Mathilde,10.0,lead,WOMEN,2009
38,9077,39,Janicot,Hélène,8.0,lead,WOMEN,2009
39,6522,40,Midtboe,Hannah,8.0,lead,WOMEN,2009
40,1015,41,Ostapenko,Olena,8.0,lead,WOMEN,2009
41,9793,42,Holmberg,Malin,7.0,lead,WOMEN,2009
42,5633,43,Hrozova,Lucie,7.0,lead,WOMEN,2009
43,9010,44,Hayen,Magali,4.0,lead,WOMEN,2009
44,7175,45,Kusztelak,Malgorzata,4.0,lead,WOMEN,2009
45,9105,46,Aleman Sobrino,Helena,3.0,lead,WOMEN,2009
46,2770,47,Cintalova,Zuzana,3.0,lead,WOMEN,2009
47,7292,48,Claassen,Paige,3.0,lead,WOMEN,2009
48,7290,49,Hensley,Tiffany,3.0,lead,WOMEN,2009
49,6072,50,Rohner,Amanda,3.0,lead,WOMEN,2009
50,7710,51,Thomas,Emeline,3.0,lead,WOMEN,2009
51,1308,52,Bibik,Olga,2.0,lead,WOMEN,2009
52,3141,53,Hnizdilova,Sona,2.0,lead,WOMEN,2009
53,6065,54,Neumärker,Luisa,1.0,lead,WOMEN,2009
0,2602,1,Fischhuber,Kilian,337.0,boulder,MEN,2009
1,6933,2,Gelmanov,Rustam,296.0,boulder,MEN,2009
2,5176,3,Moroni,Gabriele,230.0,boulder,MEN,2009
3,3500,4,Glairon Mondet,Guillaume,204.0,boulder,MEN,2009
4,5206,5,Baumann,Jonas,189.0,boulder,MEN,2009
5,826,6,Julien,Stephane,183.0,boulder,MEN,2009
6,2606,7,Preti,Lucas,145.0,boulder,MEN,2009
7,3205,8,Shalagin,Mykhaylo,139.0,boulder,MEN,2009
8,2523,9,Becan,Klemen,132.0,boulder,MEN,2009
9,5310,10,Gaidioz,Loïc,128.0,boulder,MEN,2009
10,5089,11,McColl,Sean,122.0,boulder,MEN,2009
11,7226,12,Hori,Tsukuru,119.0,boulder,MEN,2009
12,3115,13,Verhoeven,Jorg,114.0,boulder,MEN,2009
13,6308,14,Woods,Daniel,114.0,boulder,MEN,2009
14,8372,15,Ondra,Adam,96.0,boulder,MEN,2009
15,8885,16,Muraoka,Tatsuya,80.0,boulder,MEN,2009
16,2583,17,Lachat,Cédric,77.0,boulder,MEN,2009
17,6096,18,Ennemoser,Lukas,68.0,boulder,MEN,2009
18,6487,19,Lama,David,68.0,boulder,MEN,2009
19,668,20,Lebreton,Olivier,68.0,boulder,MEN,2009
20,7492,21,Barrans,David,66.0,boulder,MEN,2009
21,5834,22,Kleshnov,Stanislav,59.0,boulder,MEN,2009
22,8366,23,Robinson,Paul,55.0,boulder,MEN,2009
23,5781,24,Sharafutdinov,Dmitrii,52.0,boulder,MEN,2009
24,9005,25,Owen,Kyle,51.0,boulder,MEN,2009
25,8190,26,Feehally,Edward,47.0,boulder,MEN,2009
26,5300,27,Watson,Stewart,47.0,boulder,MEN,2009
27,3246,28,Mogaki,Keita,46.0,boulder,MEN,2009
28,8289,29,Kaiser,Francois,43.0,boulder,MEN,2009
29,3394,30,Son,Sangwon,41.0,boulder,MEN,2009
30,3498,31,Sommer,Remo,36.0,boulder,MEN,2009
31,2833,32,Pouvreau,Gérome,34.0,boulder,MEN,2009
32,3706,33,Hoppe,Markus,31.0,boulder,MEN,2009
33,6488,34,Kruder,Jernej,31.0,boulder,MEN,2009
34,3062,35,Meral,Julien,31.0,boulder,MEN,2009
35,9046,36,Rubtsov ,Aleksey,31.0,boulder,MEN,2009
36,6433,37,Hukkataival,Nalle,26.0,boulder,MEN,2009
37,7282,38,Traversi,Carlo,26.0,boulder,MEN,2009
38,5205,39,Würth,Peter,25.0,boulder,MEN,2009
39,8566,40,Bautista,Julian,24.0,boulder,MEN,2009
40,6648,41,Hoarau,Didier,24.0,boulder,MEN,2009
41,5722,42,Watanabe,Kazuma,22.0,boulder,MEN,2009
42,8245,43,Rugens,Rolands,21.0,boulder,MEN,2009
43,7027,44,Tak,Timo,20.0,boulder,MEN,2009
44,961,45,Jongeneelen,Wouter,19.0,boulder,MEN,2009
45,5768,46,Danker,Stefan,18.0,boulder,MEN,2009
46,6987,47,Lechner,Mario,18.0,boulder,MEN,2009
47,9551,48,Andersson,Daniel,17.0,boulder,MEN,2009
48,3039,49,Schulte,Ferdinand,17.0,boulder,MEN,2009
49,7225,50,Amma,Sachi,16.0,boulder,MEN,2009
50,9539,51,Difelice,Andre,16.0,boulder,MEN,2009
51,2535,52,Jaggi,Martin,16.0,boulder,MEN,2009
52,8038,53,Shimizu,Atsushi,14.0,boulder,MEN,2009
53,122,54,Core,Christian,12.0,boulder,MEN,2009
54,5647,55,Gerland,Bastien,12.0,boulder,MEN,2009
55,5138,56,Kozlov,Vasily,12.0,boulder,MEN,2009
56,7337,57,Takeuchi,Toshiaki,12.0,boulder,MEN,2009
57,6098,58,de Leeuw,Nicky,12.0,boulder,MEN,2009
58,5830,59,Kim,Jaha,11.0,boulder,MEN,2009
59,6550,60,Schubert,Jakob,9.0,boulder,MEN,2009
60,6245,61,Caminati,Michele,7.0,boulder,MEN,2009
61,2487,62,Macias Matutano,Bruno,7.0,boulder,MEN,2009
62,9011,63,Paholek,Terry,7.0,boulder,MEN,2009
63,6935,64,Chernikov,Mikhail,5.0,boulder,MEN,2009
64,6486,65,Edwards,Marc,5.0,boulder,MEN,2009
65,7295,66,Roden,Ryan,4.0,boulder,MEN,2009
66,7465,67,Sugimoto,Rei,3.0,boulder,MEN,2009
67,2560,68,Ten Sijthoff,Casper,3.0,boulder,MEN,2009
68,8561,69,Curtis,Dustin,2.0,boulder,MEN,2009
69,8755,70,Oyama,Fumihiro,2.0,boulder,MEN,2009
70,5280,71,De Leeuw,Ricardo,1.0,boulder,MEN,2009
71,6489,72,Stranik,Martin,1.0,boulder,MEN,2009
72,7753,73,Sugita,Masatoshi,1.0,boulder,MEN,2009
0,6326,1,Noguchi,Akiyo,435.0,boulder,WOMEN,2009
1,5630,2,Stöhr,Anna,309.0,boulder,WOMEN,2009
2,2755,3,Gros,Natalija,238.0,boulder,WOMEN,2009
3,5259,4,Graftiaux,Chloé,200.0,boulder,WOMEN,2009
4,5983,5,KIM,Jain,169.0,boulder,WOMEN,2009
5,2736,6,Abramchuk,Yulia,167.0,boulder,WOMEN,2009
6,3315,7,Balakireva,Alexandra,165.0,boulder,WOMEN,2009
7,5636,8,Chevrier,Anne-Laure,150.0,boulder,WOMEN,2009
8,6082,9,Ansade,Maud,143.0,boulder,WOMEN,2009
9,5365,10,Lind,Angelica,111.0,boulder,WOMEN,2009
10,3268,11,Shalagina,Olga,105.0,boulder,WOMEN,2009
11,9074,12,Le Neve,Melissa,104.0,boulder,WOMEN,2009
12,7553,13,Johannesen,Therese,102.0,boulder,WOMEN,2009
13,5169,14,Markovic,Mina,101.0,boulder,WOMEN,2009
14,7286,15,Puccio,Alex,100.0,boulder,WOMEN,2009
15,3137,16,Vidmar,Katja,96.0,boulder,WOMEN,2009
16,5244,17,Saurwein,Katharina,90.0,boulder,WOMEN,2009
17,1030,18,Bacher,Barbara,84.0,boulder,WOMEN,2009
18,1055,19,Avezou,Cecile,80.0,boulder,WOMEN,2009
19,6325,20,Johnson,Alex,80.0,boulder,WOMEN,2009
20,1179,21,Lavarda,Jenny,75.0,boulder,WOMEN,2009
21,7563,22,Ernst,Johanna,74.0,boulder,WOMEN,2009
22,5146,23,Gallyamova,Anna,73.0,boulder,WOMEN,2009
23,1308,24,Bibik,Olga,71.0,boulder,WOMEN,2009
24,3199,25,Verdier,Emilie,64.0,boulder,WOMEN,2009
25,6324,26,Chereshneva,Yana,58.0,boulder,WOMEN,2009
26,6064,27,Wurm,Juliane,55.0,boulder,WOMEN,2009
27,6219,28,Dufraisse,Alizée,52.0,boulder,WOMEN,2009
28,8759,29,Merrick,Diane,47.0,boulder,WOMEN,2009
29,2821,30,Bacher,Sabine,42.0,boulder,WOMEN,2009
30,7290,31,Hensley,Tiffany,40.0,boulder,WOMEN,2009
31,6522,32,Midtboe,Hannah,36.0,boulder,WOMEN,2009
32,5641,33,Zijlstra,Vera,34.0,boulder,WOMEN,2009
33,3677,34,Asher,Elizabeth,31.0,boulder,WOMEN,2009
34,6220,35,Sandoz,Mélanie,28.0,boulder,WOMEN,2009
35,5254,36,Kobayashi,Yuka,24.0,boulder,WOMEN,2009
36,6169,37,Berry,Samantha,22.0,boulder,WOMEN,2009
37,7931,38,Cox,Chauncenia,20.0,boulder,WOMEN,2009
38,8196,39,van Bergen,Nikki,16.0,boulder,WOMEN,2009
39,5629,40,Schranz,Christine,14.0,boulder,WOMEN,2009
40,7487,41,Hagiwara,Asaki,12.0,boulder,WOMEN,2009
41,6367,42,Klingler,Petra,12.0,boulder,WOMEN,2009
42,5478,43,Rands,Lisa,12.0,boulder,WOMEN,2009
43,6075,44,Rajfova,Silvie,11.0,boulder,WOMEN,2009
44,5050,45,McNair,Sydney,10.0,boulder,WOMEN,2009
45,5625,46,Ogawa,Tomoko,10.0,boulder,WOMEN,2009
46,9549,47,Kaiser,Clementine,9.0,boulder,WOMEN,2009
47,9541,48,Pepin-Helie,Eva,9.0,boulder,WOMEN,2009
48,8754,49,Takahashi,Megumi,9.0,boulder,WOMEN,2009
49,9010,50,Hayen,Magali,8.0,boulder,WOMEN,2009
50,5255,51,Bezhko,Olga,7.0,boulder,WOMEN,2009
51,6878,52,Gawrych,Audrey,7.0,boulder,WOMEN,2009
52,8212,53,Metcalf,Francesca,6.0,boulder,WOMEN,2009
53,6849,54,Crane,Leah,5.0,boulder,WOMEN,2009
54,9423,55,Kim,Hyojung,5.0,boulder,WOMEN,2009
55,6411,56,LI,Suet-Man,5.0,boulder,WOMEN,2009
56,6696,57,Szekely,Andrea Brigitta,5.0,boulder,WOMEN,2009
57,8889,58,Jouett-Bosley,Charlotte,4.0,boulder,WOMEN,2009
58,9220,59,Chapet,Manon,3.0,boulder,WOMEN,2009
59,9221,60,Leslie-Wujastyk,Mina,3.0,boulder,WOMEN,2009
60,5360,61,Sakakibara,Yuko,3.0,boulder,WOMEN,2009
61,9217,62,Tonegi,Mai,3.0,boulder,WOMEN,2009
62,3673,63,Harrington,Emily,2.0,boulder,WOMEN,2009
63,8730,64,Kubrakova ,Natalia,2.0,boulder,WOMEN,2009
64,8890,65,McGinnis,Kate,2.0,boulder,WOMEN,2009
65,7338,66,Harmand,Ludivine,1.0,boulder,WOMEN,2009
66,5147,67,Malamid,Evgeniia,1.0,boulder,WOMEN,2009
67,3751,68,Schmid,Christina,1.0,boulder,WOMEN,2009
68,9489,69,Verhage,Marianne,1.0,boulder,WOMEN,2009
0,5141,1,Sinitcyn,Sergei,270.0,speed,MEN,2009
1,7245,2,Abdrakhmanov,Sergey,245.0,speed,MEN,2009
2,6132,3,Vaitsekhovskii,Evgenii,217.0,speed,MEN,2009
3,5651,4,Hroza,Libor,212.0,speed,MEN,2009
4,8200,5,Swirk,Lukasz,179.0,speed,MEN,2009
5,8560,6,Kokorin,Stanislav,160.0,speed,MEN,2009
6,6980,7,Komosinski,Jedrzej,159.0,speed,MEN,2009
7,135,8,Komondi,Csaba,155.0,speed,MEN,2009
8,906,9,Oleksy,Tomasz,150.0,speed,MEN,2009
9,6950,10,Osipov,Maksym,137.0,speed,MEN,2009
10,2586,11,Styenkovyy,Maksym,116.0,speed,MEN,2009
11,2606,12,Preti,Lucas,89.0,speed,MEN,2009
12,8274,13,Sirotti,Michel,83.0,speed,MEN,2009
13,9436,14,Gontero,Leonardo,69.0,speed,MEN,2009
14,297,15,Juhasz,Gyula,67.0,speed,MEN,2009
15,7994,16,Zhong,QiXin,65.0,speed,MEN,2009
16,8323,17,Ghisolfi,Stefano,62.0,speed,MEN,2009
17,5275,18,De Las Salas,Leonel,60.0,speed,MEN,2009
18,6167,19,Boulbahaiem,Salah,50.0,speed,MEN,2009
19,7961,20,Podchesov,Kostiantyn,47.0,speed,MEN,2009
20,6745,21,Kalita,Maciej,44.0,speed,MEN,2009
21,7798,22,Pociecha,Jakub,43.0,speed,MEN,2009
22,8785,23,ZHANG,Ning,40.0,speed,MEN,2009
23,5464,24,Peshekhonov,Alexander,34.0,speed,MEN,2009
24,7244,25,Nigmanov,Zufar,31.0,speed,MEN,2009
25,7618,26,Yurko,Oleksiy,28.0,speed,MEN,2009
26,6992,27,Sifra,Martin,26.0,speed,MEN,2009
27,7885,28,Nieves,Josmar,24.0,speed,MEN,2009
28,7873,29,Dupin,Thomas,22.0,speed,MEN,2009
29,6781,30,Li,Guangpu,22.0,speed,MEN,2009
30,5291,31,Salimov,Oleksandr,22.0,speed,MEN,2009
31,8088,32,LE COUSTER,Yoann,19.0,speed,MEN,2009
32,5020,33,Molnar,Gergõ,18.0,speed,MEN,2009
33,7619,34,Topal,Yaroslav,18.0,speed,MEN,2009
34,7802,35,Puzon,Mateusz,16.0,speed,MEN,2009
0,3115,1,Verhoeven,Jorg,380.0,lead,MEN,2008
1,3377,2,Mrázek,Tomás,355.0,lead,MEN,2008
2,3521,3,Julian  Puigblanque,Ramón ,321.0,lead,MEN,2008
3,2550,4,Usobiaga Lakunza,Patxi,286.0,lead,MEN,2008
4,7225,5,Amma,Sachi,266.0,lead,MEN,2008
5,2523,6,Becan,Klemen,266.0,lead,MEN,2008
6,6550,7,Schubert,Jakob,251.0,lead,MEN,2008
7,2583,8,Lachat,Cédric,202.0,lead,MEN,2008
8,5089,9,McColl,Sean,189.0,lead,MEN,2008
9,5800,10,Midtboe,Magnus,187.0,lead,MEN,2008
10,3554,11,Desgranges,Romain,166.0,lead,MEN,2008
11,6487,12,Lama,David,155.0,lead,MEN,2008
12,2791,13,Dugit,Fabien,138.0,lead,MEN,2008
13,6934,14,Kryukov,Valeriy,136.0,lead,MEN,2008
14,7663,15,Ballet,Thomas,130.0,lead,MEN,2008
15,3287,16,Guerimand,Flavien,130.0,lead,MEN,2008
16,5644,17,Comina,Fabien,116.0,lead,MEN,2008
17,7056,18,Romain,Manuel,115.0,lead,MEN,2008
