,Rank,Name,Name.1,Nation,Points,74,76,78,77,75,79,1992,event,gender,athlete_id
19,20,Bibik,Olga,RUS,64.00,,,20. 12.00,17. 18.00,,10. 34.00,1992,lead,WOMEN,1308
20,21,Gloesener,Catherine,BEL,57.00,13. 26.00,,,,,11. 31.00,1992,lead,WOMEN,1050
21,22,Chereshneva,Venera,RUS,48.00,,19. 14.00,21. 10.00,,,14. 24.00,1992,lead,WOMEN,1391
22,23,Vallet,Catherine,FRA,46.00,19. 14.00,19. 14.00,29. 2.00,,18. 16.00,,1992,lead,WOMEN,1071
23,24,Piat,Marie-Annick,FRA,45.00,25. 6.00,17. 18.00,17. 18.00,28. 3.00,,,1992,lead,WOMEN,1266
24,25,Pfaffenbichler,Dagmar,AUT,42.00,,,14. 24.00,17. 18.00,,,1992,lead,WOMEN,1079
25,26,Laffont,Isabelle,FRA,41.00,26. 5.00,12. 28.00,,27. 4.00,,27. 4.00,1992,lead,WOMEN,1160
26,27,Presson,Shelly,USA,39.00,17. 18.00,17. 18.00,,28. 3.00,,,1992,lead,WOMEN,1356
27,28,Osius,Alison,USA,36.00,,19. 14.00,,15. 22.00,,,1992,lead,WOMEN,1014
28,29,Ovtchinnikova,Elena,USA,35.00,,,24. 7.00,,,12. 28.00,1992,lead,WOMEN,1101
29,30,Labrune,Corinne,FRA,32.00,21. 10.00,,,,15. 22.00,,1992,lead,WOMEN,1053
30,30,Striecks,Angela,GER,32.00,,,25. 6.00,,,13. 26.00,1992,lead,WOMEN,1020
31,32,Bonhoure,Magali,FRA,31.00,,,,11. 31.00,,,1992,lead,WOMEN,1234
32,32,Mogi,Eriko,JPN,31.00,,,,,11. 31.00,,1992,lead,WOMEN,1099
33,34,Craciun-Pantis,Mihaela,ROU,28.00,,14. 24.00,28. 3.00,30. 1.00,,,1992,lead,WOMEN,1235
34,35,Feagin,Nancy,USA,26.00,,,16. 20.00,25. 6.00,,,1992,lead,WOMEN,1288
35,36,Schlemmer,Tamara,GER,25.00,27. 4.00,,,24. 7.00,,19. 14.00,1992,lead,WOMEN,1379
36,37,Helfert,Ursula,GER,24.00,,,21. 10.00,19. 14.00,,,1992,lead,WOMEN,1383
37,37,Lukancic,Metka,SLO,24.00,,19. 14.00,21. 10.00,,,,1992,lead,WOMEN,1251
38,39,Bullido-Gomez,Esther,ESP,22.00,,,15. 22.00,,,,1992,lead,WOMEN,1091
39,40,Kleonova,Marina,RUS,21.00,,25. 6.00,,19. 14.00,,30. 1.00,1992,lead,WOMEN,1250
40,41,Dorsimond,Isabelle,BEL,20.00,,,,16. 20.00,,,1992,lead,WOMEN,1154
41,41,Kim,Kyung-Soon,KOR,20.00,,,,,16. 20.00,,1992,lead,WOMEN,1189
42,43,Eisenhut,Andrea,GER,18.00,,,,,,17. 18.00,1992,lead,WOMEN,990
43,43,Takeda,Hisako,JPN,18.00,,,,,17. 18.00,,1992,lead,WOMEN,1147
44,45,Arran,Anne,GBR,16.00,21. 10.00,,25. 6.00,,,,1992,lead,WOMEN,1003
45,46,Price,Susan,USA,15.00,,19. 14.00,30. 1.00,,,,1992,lead,WOMEN,1359
46,47,Jenkins,Ruth,GBR,14.00,19. 14.00,,,,,,1992,lead,WOMEN,1326
47,47,Katou,Youko,JPN,14.00,,,,,19. 14.00,,1992,lead,WOMEN,1395
48,49,Furuta,Rika,JPN,12.00,,,,,20. 12.00,,1992,lead,WOMEN,1325
49,50,Pashennik,Nataliy,RUS,10.00,,,,,,21. 10.00,1992,lead,WOMEN,1298
50,50,Tam,Fung-Kin,HKG,10.00,,,,,21. 10.00,,1992,lead,WOMEN,1122
51,52,Maeshima,Yukiko,JPN,9.00,,,,,22. 9.00,,1992,lead,WOMEN,1398
52,53,Hirschbichler,Barbara,GER,8.00,,,,,,23. 8.00,1992,lead,WOMEN,1034
53,53,Palle,Isabelle,FRA,8.00,,,,,,23. 8.00,1992,lead,WOMEN,1164
54,53,Tossebro,Unda,NOR,8.00,23. 8.00,,,,,,1992,lead,WOMEN,1225
55,53,Yoon,Kyung-Im,KOR,8.00,,,,,23. 8.00,,1992,lead,WOMEN,1201
56,57,Akaishi,Michiko,JPN,7.00,,,,,24. 7.00,,1992,lead,WOMEN,1227
57,57,Choi,Shun-Yuk,HKG,7.00,,,,,24. 7.00,,1992,lead,WOMEN,1337
58,59,Kavoussi,Karin,AUT,6.00,,,,,,25. 6.00,1992,lead,WOMEN,1188
59,59,Ortlieb,Heike,GER,6.00,,,,25. 6.00,,,1992,lead,WOMEN,1146
60,61,Shau,Shwu-Mei,TPE,5.00,,,,,26. 5.00,,1992,lead,WOMEN,1364
61,61,Strano,Antonella,ITA,5.00,,,,30. 1.00,,27. 4.00,1992,lead,WOMEN,1024
62,63,Chou,Mei-Huei,TPE,4.00,,,,,27. 4.00,,1992,lead,WOMEN,1060
63,63,Eremina,Galina,RUS,4.00,,,,,,27. 4.00,1992,lead,WOMEN,1127
64,63,Goodey,Delyth,GBR,4.00,27. 4.00,,,,,,1992,lead,WOMEN,1076
65,63,Guy,Naomi,GBR,4.00,27. 4.00,,,,,,1992,lead,WOMEN,1290
66,67,Guillet,Marie,FRA,3.00,,28. 3.00,,,,,1992,lead,WOMEN,1242
67,68,Gontharet,Marie Claire,FRA,2.00,,29. 2.00,,,,,1992,lead,WOMEN,1243
68,68,Musso,Catherine,FRA,2.00,,29. 2.00,,,,,1992,lead,WOMEN,1057
69,70,Choumilova,Elena,RUS,1.00,,,,30. 1.00,,,1992,lead,WOMEN,1106
70,70,Frühwald,Gunda,GER,1.00,,,,30. 1.00,,,1992,lead,WOMEN,1128
71,70,Malgarotto,Monica,ITA,1.00,,,,30. 1.00,,,1992,lead,WOMEN,1255
72,70,Sodhi,Dalvinder,GBR,1.00,30. 1.00,,,,,,1992,lead,WOMEN,1082
73,70,Sutkina,Svetlana,RUS,1.00,,,,,,30. 1.00,1992,lead,WOMEN,1366
