,Rank,Name,Name.1,Nation,Points,6843,6206,6331,6248,6202,6190,6186,6194,2017,event,gender,athlete_id
16,17,Hanke,Christoph,GER,153.00,18. 16.00,26. (5.00),13. 26.00,18. 16.00,19. 14.00,20. 12.00,15. 22.00,6. 47.00,2017,lead,MEN,9683
17,17,Hojer,Jan,GER,153.00,8. 40.00,27. 4.00,15. 22.00,30. 1.00,,,11. 31.00,4. 55.00,2017,lead,MEN,6623
18,19,Higuchi,Masahiro,JPN,144.00,30. 1.00,11. 31.00,21. 10.00,21. 10.00,11. 31.00,4. 55.00,25. 6.00,,2017,lead,MEN,8608
19,20,Ogata,Yoshiyuki,JPN,140.00,16. 20.00,15. 22.00,7. 43.00,,4. 55.00,,,,2017,lead,MEN,12501
20,21,McColl,Sean,CAN,127.00,,,,,,2. 80.00,6. 47.00,,2017,lead,MEN,5089
21,22,Megos,Alexander,GER,120.00,2. 80.00,,,,8. 40.00,,,,2017,lead,MEN,9058
22,23,CHON,Jongwon,KOR,111.00,22. 9.00,4. 55.00,6. 47.00,,,,,,2017,lead,MEN,11183
23,24,Timmermans,Loïc,BEL,98.00,,25. 6.00,30. 1.00,25. 6.00,29. 2.00,15. 22.00,5. 51.00,21. 10.00,2017,lead,MEN,9492
24,25,Tekles,Martin,GER,95.00,,13. 26.00,9. 37.00,26. 5.00,20. 12.00,24. 7.00,,23. 8.00,2017,lead,MEN,9685
25,26,JonasMcRae,Elan,CAN,83.00,,19. 14.00,12. 28.00,24. 7.00,12. 28.00,25. 6.00,,,2017,lead,MEN,10080
26,27,Halenke,Sebastian,GER,80.00,,,,,22. 9.00,8. 40.00,22. 9.00,15. 22.00,2017,lead,MEN,9426
27,27,Ondra,Adam,CZE,80.00,,,,,2. 80.00,,,,2017,lead,MEN,8372
28,29,Pan,YuFei,CHN,72.00,,3. 65.00,24. 7.00,,,,,,2017,lead,MEN,12940
29,30,Julian Puigblanque,Ramón,ESP,71.00,,,,8. 40.00,14. 24.00,,24. 7.00,,2017,lead,MEN,3521
30,30,Qu,HaiBin,CHN,71.00,,8. 40.00,11. 31.00,,,,,,2017,lead,MEN,8536
31,32,Fakiryanov,Dmitrii,RUS,65.00,3. 65.00,,,,,,,,2017,lead,MEN,10279
32,33,Shemla,Yuval,ISR,61.00,,,,,30. 1.00,,8. 40.00,16. 20.00,2017,lead,MEN,11039
33,34,Verhoeven,Jorg,NED,59.00,,,,,,,16. 16.00,7. 43.00,2017,lead,MEN,3115
34,35,Shimatani,Naoki,JPN,48.00,,,,,26. 5.00,7. 43.00,,,2017,lead,MEN,10069
35,36,Cano Blazquez,Javier,ESP,47.00,,24. 7.00,22. 9.00,23. 8.00,,,16. 16.00,24. 7.00,2017,lead,MEN,7999
36,36,Gotta,Alberto,ITA,47.00,,20. 12.00,19. 13.00,16. 20.00,,,27. 2.00,,2017,lead,MEN,59112
37,38,Lorenzi,Simon,BEL,46.00,10. 32.00,,,19. 14.00,,,,,2017,lead,MEN,10359
38,38,Pope,James,GBR,46.00,,,,,13. 26.00,16. 20.00,,,2017,lead,MEN,10963
39,40,Konecny,Jakub,CZE,42.00,,,,,,18. 16.00,,13. 26.00,2017,lead,MEN,12528
40,41,Nomura,Shinichiro,JPN,40.00,26. 5.00,29. 2.00,26. 5.00,15. 22.00,25. 6.00,,,,2017,lead,MEN,11393
41,42,Avezou,Sam,FRA,31.00,,,,,,11. 31.00,,,2017,lead,MEN,13228
42,42,Lightner,Kai,USA,31.00,,,,11. 31.00,,,,,2017,lead,MEN,12303
43,44,Schab,Piotr,POL,29.00,,,,,,,13. 25.00,27. 4.00,2017,lead,MEN,9930
44,45,LEE,Minyoung,KOR,28.00,,12. 28.00,,,,,,,2017,lead,MEN,12180
45,45,Rubtsov,Aleksey,RUS,28.00,,,,,,21. 10.00,,17. 18.00,2017,lead,MEN,9046
46,47,Firnenburg,David,GER,25.00,,,,27. 4.00,,,16. 16.00,26. 5.00,2017,lead,MEN,9425
47,48,Bosi,William,GBR,21.00,,,,17. 18.00,28. 3.00,,,,2017,lead,MEN,10962
48,49,Lehmann,Sascha,SUI,19.00,24. 7.00,,,20. 12.00,,,,,2017,lead,MEN,10951
49,50,Bergant,Martin,SLO,16.00,19. 14.00,,,,,,27. 2.00,,2017,lead,MEN,9997
50,51,Monchois,Nao,FRA,15.00,,,,,,30. 1.00,23. 8.00,25. 6.00,2017,lead,MEN,12629
51,51,Shevchenko,Vladislav,RUS,15.00,,,,,,28. 3.00,,20. 12.00,2017,lead,MEN,13867
52,53,Collin,Nicolas,BEL,14.00,,,,,,,,19. 14.00,2017,lead,MEN,11024
53,54,Bonder,Jeremy,FRA,12.00,20. 12.00,,,,,,,,2017,lead,MEN,9991
54,55,Harrison,Campbell,AUS,11.00,,28. 3.00,23. 8.00,,,,,,2017,lead,MEN,11363
55,55,Kruder,Jernej,SLO,11.00,21. 10.00,,,,,,,30. 1.00,2017,lead,MEN,6488
56,57,Blein,Charli,FRA,10.00,,,,,,,21. 10.00,,2017,lead,MEN,9755
57,58,Parma,Georg,AUT,9.00,,,,22. 9.00,,,,,2017,lead,MEN,10625
58,58,Schenk,Filip,ITA,9.00,,,,,,22. 9.00,,,2017,lead,MEN,12663
59,60,Narasaki,Meichi,JPN,8.00,23. 8.00,,,,,,,,2017,lead,MEN,12432
60,60,Schiestl,Matthias,AUT,8.00,,,,,,23. 8.00,,,2017,lead,MEN,12707
61,62,Ravanello,Théo,FRA,5.00,,,,,,26. 5.00,,,2017,lead,MEN,59794
62,63,Bosio,Anatole,FRA,4.00,,,,,,27. 4.00,,,2017,lead,MEN,8089
63,63,Bydtaev,Sergei,RUS,4.00,29. 2.00,,,,,,27. 2.00,,2017,lead,MEN,10795
64,63,Levin,Josh,USA,4.00,,30. 1.00,28. 3.00,,,,,,2017,lead,MEN,8211
65,63,Luzhetskii,Sergei,RUS,4.00,27. 4.00,,,,,,,,2017,lead,MEN,9696
66,63,Shimizu,Hiroto,JPN,4.00,,,,,27. 4.00,,,,2017,lead,MEN,11392
67,63,Tkachuk,Mykhayil,UKR,4.00,,,27. 4.00,,,,,,2017,lead,MEN,12702
68,69,Berthe,Sébastien,BEL,3.00,,,,28. 3.00,,,,,2017,lead,MEN,8177
69,70,Grupper,Jesse,USA,2.00,,,,,,29. 2.00,,,2017,lead,MEN,11373
70,70,Muehring,Luke,USA,2.00,,,29. 2.00,,,,,,2017,lead,MEN,13942
71,70,Numajiri,Takuma,JPN,2.00,,,,29. 2.00,,,,,2017,lead,MEN,9101
