,Rank,Name,Name.1,Nation,Points,984,982,980,979,975,971,968,964,2007,event,gender,athlete_id
13,14,Desgranges,Romain,FRA,146.00,14. 24.00,16. 20.00,,13. 26.00,,14. 24.00,10. 34.00,17. 18.00,2007,lead,MEN,3554
14,15,Romain,Manuel,FRA,128.00,12. 28.00,12. 28.00,,14. 24.00,,7. 43.00,,26. 5.00,2007,lead,MEN,7056
15,16,Zardini,Luca,ITA,122.00,27. 4.00,15. 22.00,,10. 34.00,,,8. 40.00,15. 22.00,2007,lead,MEN,542
16,17,Fischhuber,Kilian,AUT,112.00,11. 31.00,,18. 16.00,21. 10.00,,11. 31.00,,14. 24.00,2007,lead,MEN,2602
17,18,Lopez Mateos,Eric,ESP,86.00,,,,9. 37.00,,29. 2.00,11. 31.00,18. 16.00,2007,lead,MEN,6986
18,19,Becan,Klemen,SLO,84.00,7. 43.00,19. 14.00,,,,,17. 18.00,22. 9.00,2007,lead,MEN,2523
19,20,Guerimand,Flavien,FRA,78.00,21. 10.00,9. 37.00,,,,15. 22.00,,22. 9.00,2007,lead,MEN,3287
20,21,Son,Sangwon,KOR,77.00,,,7. 43.00,,,10. 34.00,,,2007,lead,MEN,3394
21,22,Watanabe,Kazuma,JPN,66.00,,,21. 10.00,,12. 28.00,,12. 28.00,,2007,lead,MEN,5722
22,23,Hirayama,Yuji,JPN,64.00,,,,,,26. 5.00,15. 22.00,9. 37.00,2007,lead,MEN,973
23,24,Supper,Gautier,FRA,60.00,,8. 40.00,,,,16. 20.00,,,2007,lead,MEN,6498
24,25,Kaurov,Ivan,RUS,58.00,,,15. 22.00,,13. 26.00,27. 4.00,27. 4.00,29. 2.00,2007,lead,MEN,5137
25,26,Schubert,Jakob,AUT,55.00,4. 55.00,,,,,,,,2007,lead,MEN,6550
26,27,Chernikov,Mikhail,RUS,48.00,,,,,15. 22.00,16. 20.00,,25. 6.00,2007,lead,MEN,6935
27,27,Kim,Jaha,KOR,48.00,,,25. 6.00,17. 18.00,14. 24.00,,,,2007,lead,MEN,5830
28,29,Ten Sijthoff,Casper,NED,47.00,17. 18.00,,,19. 14.00,,,30. 1.00,19. 14.00,2007,lead,MEN,2560
29,30,Kim,Jabee,KOR,46.00,,,9. 37.00,,24. 7.00,29. 2.00,,,2007,lead,MEN,5799
30,30,Van der Werf,Roman,NED,46.00,15. 22.00,,,,,16. 20.00,,27. 4.00,2007,lead,MEN,2500
31,32,Marin Garcia,Eduard,ESP,43.00,,,,,,,,7. 43.00,2007,lead,MEN,5185
32,33,Kryukov,Valeriy,UKR,42.00,8. 40.00,,,29. 2.00,,,,,2007,lead,MEN,6934
33,33,Tauporn,Thomas,GER,42.00,16. 20.00,,,16. 20.00,,29. 2.00,,,2007,lead,MEN,6564
34,35,Caude,David,FRA,37.00,,,,,,9. 37.00,,,2007,lead,MEN,172
35,36,Matsushima,Akito,JPN,34.00,,,10. 34.00,,,,,,2007,lead,MEN,3206
36,36,Szekely,Gabor,HUN,34.00,23. 8.00,20. 12.00,,22. 9.00,,,26. 5.00,,2007,lead,MEN,6728
37,38,Hori,Tsukuru,JPN,31.00,,,11. 31.00,,,,,,2007,lead,MEN,7226
38,39,Comina,Fabien,FRA,30.00,,,,,,16. 20.00,21. 10.00,,2007,lead,MEN,5644
39,40,Mogaki,Keita,JPN,28.00,,,12. 28.00,,,,,,2007,lead,MEN,3246
40,40,Pagnoux,Romain,FRA,28.00,,,,,,12. 28.00,,,2007,lead,MEN,5664
41,40,Stranik,Martin,CZE,28.00,,,,,,,,12. 28.00,2007,lead,MEN,6489
42,43,Jaggi,Martin,SUI,26.00,,25. 6.00,,,21. 10.00,29. 2.00,23. 8.00,,2007,lead,MEN,2535
43,44,Sharafutdinov,Dmitrii,RUS,24.00,,,,18. 16.00,,23. 8.00,,,2007,lead,MEN,5781
44,45,Bindhammer,Christian,GER,23.00,28. 3.00,,,,,,,16. 20.00,2007,lead,MEN,112
45,46,Barbero Alfonso,Pablo,ESP,22.00,,,,,,29. 2.00,16. 20.00,,2007,lead,MEN,2826
46,46,Jubes Angarita,Marco Antonio,ESP,22.00,,17. 18.00,,,,,29. 2.00,29. 2.00,2007,lead,MEN,6937
47,48,Baratzadeh,Gholamali,IRI,20.00,,,,,16. 20.00,,,,2007,lead,MEN,7348
48,48,Tanaka,Syuhei,JPN,20.00,,,16. 20.00,,,,,,2007,lead,MEN,8739
49,50,Sova,Matej,SLO,19.00,24. 7.00,,,,,,20. 12.00,,2007,lead,MEN,629
50,51,Jafari Mahmoudabadi,Mohammad,IRI,18.00,,,,,17. 18.00,,,,2007,lead,MEN,5599
51,51,Kalina,Alexander,RUS,18.00,,,17. 18.00,,,,,,2007,lead,MEN,8731
52,53,Bosio,Anatole,FRA,16.00,,18. 16.00,,,,,,,2007,lead,MEN,8089
53,53,Liu,Changzhong,CHN,16.00,,,,,18. 16.00,,,,2007,lead,MEN,5403
54,55,De Mattia,Nicola,ITA,14.00,19. 14.00,,,,,,,,2007,lead,MEN,3504
55,55,Gogol,Mikhail,RUS,14.00,,,,,,24. 7.00,27. 4.00,28. 3.00,2007,lead,MEN,5232
56,55,Jafari Mahmoudabadi,Sobhan,IRI,14.00,,,,,19. 14.00,,,,2007,lead,MEN,7327
57,55,Tsunoda,Hiroki,JPN,14.00,,,19. 14.00,,,,,,2007,lead,MEN,8587
58,59,Chang,Yeu-Shiang,TPE,13.00,,,30. 1.00,,20. 12.00,,,,2007,lead,MEN,7265
59,60,Culver,Aurélien,FRA,12.00,,20. 12.00,,,,,,,2007,lead,MEN,6645
60,60,Grosso,Cesar,BRA,12.00,,,,20. 12.00,,,,,2007,lead,MEN,7088
61,60,Josseron,Gabriel,FRA,12.00,,20. 12.00,,,,,,,2007,lead,MEN,6496
62,60,Nakahara,Sakae,JPN,12.00,,,20. 12.00,,,,,,2007,lead,MEN,7227
63,64,Fiori,Alessandro,ITA,11.00,29. 2.00,28. 3.00,,,,,25. 6.00,,2007,lead,MEN,6112
64,65,Becan,Jure,SLO,10.00,21. 10.00,,,,,,,,2007,lead,MEN,6388
65,65,Hequin,Olivier,FRA,10.00,,23. 8.00,,29. 2.00,,,,,2007,lead,MEN,7541
66,65,Lai,Chi-Wai,HKG,10.00,,,28. 3.00,24. 7.00,,,,,2007,lead,MEN,5005
67,68,Konishi,Daisuke,JPN,9.00,,,22. 9.00,,,,,,2007,lead,MEN,7228
68,68,Neumärker,Felix,GER,9.00,,,,,,,22. 9.00,,2007,lead,MEN,5616
69,68,Wang,Qinghua,CHN,9.00,,,,,22. 9.00,,,,2007,lead,MEN,5935
70,71,Aglae,Kevin,FRA,8.00,,23. 8.00,,,,,,,2007,lead,MEN,7665
71,71,Berezoski,André,BRA,8.00,,,,23. 8.00,,,,,2007,lead,MEN,5703
72,71,Cai,LuYuan,CHN,8.00,,,,,23. 8.00,,,,2007,lead,MEN,5410
73,71,Ito,Hidekazu,JPN,8.00,,,23. 8.00,,,,,,2007,lead,MEN,5556
74,71,Wagner,Roland,AUT,8.00,,,,,,,23. 8.00,,2007,lead,MEN,2811
75,76,Chu,Ka-Wai,HKG,7.00,,,26. 5.00,29. 2.00,,,,,2007,lead,MEN,3692
76,76,Ozawa,Shinta,JPN,7.00,,,24. 7.00,,,,,,2007,lead,MEN,5952
77,78,Camargo,Felipe,BRA,6.00,,,,25. 6.00,,,,,2007,lead,MEN,8476
78,78,Heintz,Benoit,FRA,6.00,,27. 4.00,,29. 2.00,,,,,2007,lead,MEN,6361
79,78,Högström,Magnus,SWE,6.00,25. 6.00,,,,,,,,2007,lead,MEN,3379
80,78,PAN,JinYu,CHN,6.00,,,,,25. 6.00,,,,2007,lead,MEN,7272
81,82,Amann,Mark,AUT,5.00,,,,26. 5.00,,,,,2007,lead,MEN,5228
82,82,Farshad Yeganeh,Artimes,IRI,5.00,,,,,26. 5.00,,,,2007,lead,MEN,7352
83,82,Reis,Jürgen,AUT,5.00,,26. 5.00,,,,,,,2007,lead,MEN,447
84,85,Dugit,Stephane,FRA,4.00,,,,,,27. 4.00,,,2007,lead,MEN,809
85,85,Dzyubyak,Yuriy,UKR,4.00,,,,27. 4.00,,,,,2007,lead,MEN,6839
86,85,Nagata,Nobuyuki,JPN,4.00,,,27. 4.00,,,,,,2007,lead,MEN,7825
87,85,Peng,Kuei Chi,TPE,4.00,,,,,27. 4.00,,,,2007,lead,MEN,8130
88,85,Ye,Xiangyang,CHN,4.00,,,,,27. 4.00,,,,2007,lead,MEN,6397
89,90,Sinitcyn,Sergei,RUS,3.00,,,,28. 3.00,,,,,2007,lead,MEN,5141
90,91,Berger,Noé,LUX,2.00,,,,29. 2.00,,,,,2007,lead,MEN,8258
91,91,Danker,Stefan,GER,2.00,,,,,,29. 2.00,,,2007,lead,MEN,5768
92,91,Gouveia,Anderson,BRA,2.00,,29. 2.00,,,,,,,2007,lead,MEN,5700
93,91,Huerta,Mauricio,MEX,2.00,,,,29. 2.00,,,,,2007,lead,MEN,6881
94,91,Kang,Sung-Hoon,KOR,2.00,,,29. 2.00,,,,,,2007,lead,MEN,5469
95,91,Lopez,Emmanuel,FRA,2.00,,29. 2.00,,,,,,,2007,lead,MEN,6145
96,91,Tak,Timo,NED,2.00,,,,29. 2.00,,,,,2007,lead,MEN,7027
97,91,Timmermans,Michael,BEL,2.00,,,,29. 2.00,,,,,2007,lead,MEN,5692
98,99,Baxter,Adrian,GBR,1.00,30. 1.00,,,,,,,,2007,lead,MEN,3434
