,Rank,Name,Name.1,Nation,Points,1639,1636,1637,1633,1640,1635,1638,2016,event,gender,athlete_id
18,18,Sinnhuber,Karoline,AUT,125.00,,12. 28.00,25. 5.00,13. 26.00,5. 51.00,18. 15.00,,2016,boulder,WOMEN,9475
19,20,Kotake,Mei,JPN,112.00,18. 15.00,,,14. 24.00,4. 55.00,17. 18.00,,2016,boulder,WOMEN,10620
20,21,Onoe,Aya,JPN,86.00,,,,16. 20.00,14. 24.00,9. 37.00,25. 5.00,2016,boulder,WOMEN,9731
21,21,Yip,Alannah,CAN,86.00,29. (1.00),25. 6.00,19. 14.00,20. 12.00,21. 10.00,13. 26.00,17. 18.00,2016,boulder,WOMEN,8590
22,23,Blair-Coyle,Sierra,USA,65.00,,16. 20.00,25. 5.00,,12. 28.00,21. 9.00,27. 3.00,2016,boulder,WOMEN,8256
23,23,Kruder,Julijana,SLO,65.00,6. 47.00,29. 1.00,,23. 8.00,,,21. 9.00,2016,boulder,WOMEN,10818
24,25,Pilz,Jessica,AUT,63.00,,,10. 34.00,,,,11. 29.00,2016,boulder,WOMEN,9970
25,25,Sakamoto,Ayari,JPN,63.00,10. 34.00,22. 8.00,,19. 14.00,24. 7.00,,,2016,boulder,WOMEN,57114
26,27,Lee,Hung Ying,TPE,53.00,25. 5.00,,,10. 34.00,20. 12.00,29. 1.00,29. 1.00,2016,boulder,WOMEN,8122
27,28,Puccio,Alex,USA,47.00,,6. 47.00,,,,,,2016,boulder,WOMEN,7286
28,29,Dufraisse,Alizée,FRA,37.00,,,25. 5.00,,22. 9.00,21. 9.00,18. 14.00,2016,boulder,WOMEN,6219
29,29,Sandoz,Mélanie,FRA,37.00,9. 37.00,,,,,,,2016,boulder,WOMEN,6220
30,31,Hayes,Margo,USA,36.00,,15. 22.00,,,,,18. 14.00,2016,boulder,WOMEN,11377
31,32,Zijlstra,Vera,NED,35.00,,19. 14.00,,24. 7.00,,,18. 14.00,2016,boulder,WOMEN,5641
32,33,Condie,Kyra,USA,31.00,,11. 31.00,,,,,,2016,boulder,WOMEN,11374
33,33,Posch,Katharina,AUT,31.00,,,11. 31.00,,,,,2016,boulder,WOMEN,8896
34,33,Slemensek,Tjasa,SLO,31.00,18. 15.00,,18. 16.00,,,,,2016,boulder,WOMEN,11990
35,33,Sterrer,Franziska,AUT,31.00,11. 31.00,,,,,,,2016,boulder,WOMEN,11096
36,37,Bärtschi,Natalie,SUI,27.00,14. 24.00,,,,26. 3.00,,,2016,boulder,WOMEN,8879
37,38,Durif,Charlotte,FRA,26.00,,13. 26.00,,,,,,2016,boulder,WOMEN,6513
38,39,Kiesgen,Lilli,GER,25.00,17. 18.00,,23. 7.00,,,,,2016,boulder,WOMEN,10744
39,40,Kobayashi,Yuka,JPN,23.00,,,21. 9.00,,19. 14.00,,,2016,boulder,WOMEN,5254
40,40,Pinggera,Julia,AUT,23.00,29. 1.00,,,15. 22.00,,,,2016,boulder,WOMEN,9971
41,42,Lapshina,Evgeniya,RUS,20.00,16. 20.00,,,,,,,2016,boulder,WOMEN,10614
42,42,kajima,Tomoko,JPN,20.00,,,,,,16. 20.00,,2016,boulder,WOMEN,12502
43,44,Chulich,Lisa,USA,19.00,,,28. 3.00,18. 16.00,,,,2016,boulder,WOMEN,12028
44,45,Sethna,Elise,CAN,18.00,,,,17. 18.00,,,,2016,boulder,WOMEN,9138
45,45,Weldon,Stacey,CAN,18.00,,17. 18.00,,,,,,2016,boulder,WOMEN,3317
46,47,Kipriianova,Ekaterina,RUS,17.00,25. 5.00,,20. 12.00,,,,,2016,boulder,WOMEN,6078
47,48,Tajima,Aika,JPN,15.00,,,,,23. 8.00,23. 7.00,,2016,boulder,WOMEN,11397
48,49,Čelková,Mária,SVK,13.00,,,,21. 10.00,26. 3.00,,,2016,boulder,WOMEN,12544
49,50,Medici,Giulia,ITA,12.00,20. 12.00,,,,,,,2016,boulder,WOMEN,12661
50,51,Biyarjomandy,Nasim,IRI,9.00,,,,22. 9.00,,,,2016,boulder,WOMEN,56521
51,51,Hayes,Tara,GBR,9.00,21. 9.00,,,,,,,2016,boulder,WOMEN,10490
52,51,Midtboe,Hannah,NOR,9.00,21. 9.00,,,,,,,2016,boulder,WOMEN,6522
53,51,Vest,Allison,CAN,9.00,,28. 3.00,,25. 6.00,,,,2016,boulder,WOMEN,11272
54,55,Kiersch,Michaela,USA,8.00,,22. 8.00,,,,,,2016,boulder,WOMEN,9180
55,56,Grandcoing,Romane,FRA,7.00,,,,,,,23. 7.00,2016,boulder,WOMEN,10098
56,56,Kastet,Mie (Marie Therese),NOR,7.00,,,,,,,23. 7.00,2016,boulder,WOMEN,56347
57,56,Rennie,Molly,USA,7.00,,24. 7.00,,,,,,2016,boulder,WOMEN,58494
58,56,Watanabe,Saari,JPN,7.00,,,,,,23. 7.00,,2016,boulder,WOMEN,7463
59,60,Ekwinska,Katarzyna,POL,6.00,,,,,25. 6.00,,,2016,boulder,WOMEN,9928
60,61,Canavan,Lily,USA,5.00,,26. 5.00,,,,,,2016,boulder,WOMEN,13062
61,61,Furukawa,Hinako,JPN,5.00,,,,,,25. 5.00,,2016,boulder,WOMEN,57138
62,61,Hagiwara,Asaki,JPN,5.00,,,,,,25. 5.00,,2016,boulder,WOMEN,7487
63,61,Soltani,Sima,IRI,5.00,,,,26. 5.00,,,,2016,boulder,WOMEN,10440
64,65,Ziffer,Emily,USA,4.00,,27. 4.00,,,,,,2016,boulder,WOMEN,58490
65,66,Bigvand,Athena,IRI,3.00,,,,27. 3.00,,,,2016,boulder,WOMEN,56524
66,66,De Marco,Annalisa,ITA,3.00,,,,,,,27. 3.00,2016,boulder,WOMEN,10007
67,66,Kümin,Andrea,SUI,3.00,27. 3.00,,,,,,,2016,boulder,WOMEN,10328
68,66,Nishikori,Misato,JPN,3.00,,,,,,27. 3.00,,2016,boulder,WOMEN,12317
69,66,Okawachi,serika,JPN,3.00,,,,,,27. 3.00,,2016,boulder,WOMEN,57195
70,66,Pearce,Sarah,USA,3.00,,,,27. 3.00,,,,2016,boulder,WOMEN,57034
71,66,Pucheux,Margaux,FRA,3.00,,,,,26. 3.00,,,2016,boulder,WOMEN,10468
72,66,Rekabi,Elnaz,IRI,3.00,,,,,26. 3.00,,,2016,boulder,WOMEN,8812
73,66,Thévenet,Marine,FRA,3.00,27. 3.00,,,,,,,2016,boulder,WOMEN,6514
74,66,marak,Chea,IND,3.00,,,,27. 3.00,,,,2016,boulder,WOMEN,10758
75,76,BAIMA,YuZhen,CHN,1.00,,,,,30. 1.00,,,2016,boulder,WOMEN,14157
76,76,Becerra,Mathilde,FRA,1.00,,,29. 1.00,,,,,2016,boulder,WOMEN,9317
77,76,Ruzickova,Petra,CZE,1.00,,,29. 1.00,,,,,2016,boulder,WOMEN,10418
78,76,Sim,"Mingxin, Judith",SGP,1.00,,29. 1.00,,,,,,2016,boulder,WOMEN,10947
79,76,Sugimura,Saeko,JPN,1.00,,,,,,29. 1.00,,2016,boulder,WOMEN,57122
80,76,Tamang,Panchamaya,NEP,1.00,,,,30. 1.00,,,,2016,boulder,WOMEN,14279
81,76,Tesio,Giorgia,ITA,1.00,,,,,,,29. 1.00,2016,boulder,WOMEN,12665
